,Name,Artist,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,year
0,...Ready For It?,Taylor Swift,0.0527,0.613,208187,0.764,0,0,2,0.197,1.014858611,1,0.136,160.015,0.417,2017
1,0 To 100 / The Catch Up,Drake,0.737,0.559,275227,0.716,1,0,11,0.252,1.015565556,0,0.39,176.618,0.504,2013
2,1 Thing,Amerie,0.107,0.612,238760,0.961,0,4.17E-05,10,0.0413,1.015811667,0,0.333,129.873,0.867,2005
3,1.5,21 Savage,0.000244,0.885,148656,0.52,1,1.16E-06,1,0.454,1.014346389,1,0.359,84.022,0.306,2018
4,10 Bands,Drake,0.265,0.825,177733,0.756,1,2.15E-06,11,0.0762,1.0156425,0,0.383,172.938,0.888,2015
5,100 Grandkids,Mac Miller,0.371,0.735,278507,0.749,1,0,10,0.47,1.015620556,0,0.0874,93.718,0.373,2015
6,100 Years,Five For Fighting,0.551,0.640666667,244457.6667,0.565666667,0,1.75E-05,7,0.151033333,1.014595185,1,0.027533333,120.5003333,0.279333333,1997
7,1234,Feist,0.217,0.71,183667,0.484,0,3.93E-06,2,0.0879,1.014606944,1,0.049,109.951,0.576,2007
8,18,One Direction,0.22,0.681,248360,0.582,0,0,6,0.119,1.014511111,0,0.0313,124.038,0.221,2014
9,1901,Phoenix,0.0605,0.591,193107,0.831,0,4.67E-05,0,0.19,1.015098056,1,0.0415,144.084,0.705,2009
10,1973,James Blunt,0.0652,0.72,280027,0.668,0,0.00664,9,0.0789,1.014464444,1,0.0269,123.007,0.768,2007
11,1985,Bowling For Soup,0.000242,0.606,193000,0.887,0,0,4,0.337,1.015443333,1,0.0598,119.974,0.903,2004
12,1994,Jason Aldean,0.183,0.598,242680,0.777,0,0,11,0.111,1.014812222,0,0.0396,159.942,0.821,2012
13,1999,Prince,0.137,0.866,379267,0.73,0,0,5,0.0843,1.014388611,1,0.0767,118.523,0.625,1982
14,2 Phones,Kevin Gates,0.157,0.895,240000,0.681,1,0,7,0.189,1.015203611,0,0.358,121.918,0.554,2016
15,2 Step,Unk,0.0583,0.763,195787,0.797,1,0,11,0.299,1.016035,0,0.0977,77.003,0.645,2006
16,21 Guns,Green Day,0.0518,0.268,321093,0.742,0,0,5,0.626,1.015294722,1,0.0355,159.779,0.416,2009
17,22,Taylor Swift,0.00215,0.659,230795.3333,0.729,0,0.0013,7,0.066033333,1.014844167,1,0.037733333,104.0003333,0.668,2012
18,24'S,T.I.,0.227,0.679,261507,0.768,0,0,6,0.355,1.015559722,1,0.136,162.02,0.735,2003
19,24/7,Kevon Edmonds,0.0685,0.696,274267,0.627,0,0,4,0.0993,1.015103056,1,0.0334,116.047,0.322,1999
20,24K Magic,Bruno Mars,0.034,0.818,225983,0.803,0,0,1,0.153,1.015477222,1,0.0797,106.97,0.632,2016
21,25 To Life,Eminem,0.239,0.701,241587,0.931,1,0,8,0.194,1.016404167,0,0.243,79.996,0.362,2010
22,3,Britney Spears,0.0452,0.697,213173,0.709,0,0,5,0.138,1.016134167,0,0.0455,134.91,0.787,2009
23,3 Peat,Lil Wayne,0.00117,0.673,199427,0.66,1,0,7.5,0.07685,1.014633472,1,0.3655,116.5305,0.464,2008
24,30 For 30 Freestyle,Drake,0.671,0.744,253935,0.619,1,0,4,0.123,1.014126944,0,0.398,89.252,0.317,2015
25,365,"Zedd, Katy Perry",0.339,0.745,181900,0.693,0,0,2,0.123,1.015144722,0,0.034,98.039,0.248,2019
26,4 In The Morning,Gwen Stefani,0.2,0.698,291107,0.826,0,0.00013,10,0.114,1.0149275,1,0.031,92.409,0.502,2006
27,44 More,Logic,0.0718,0.824,188600,0.584,1,0,10,0.106,1.014695,0,0.221,139.965,0.219,2018
28,50 Ways To Say Goodbye,Train,0.000284,0.591,247947,0.935,0,0.000278,6,0.142,1.015926667,1,0.0478,140.043,0.736,2012
29,6 God,Drake,0.0249,0.868,180667,0.623,1,0,2,0.125,1.014279167,1,0.101,105.446,0.498,2015
30,6 Man,Drake,0.217,0.568,167653,0.535,1,0,4,0.114,1.014081667,1,0.513,83.589,0.326,2015
31,7 Days,Craig David,0.2455,0.6515,236253,0.8275,0,0,4,0.0949,1.0147575,0,0.04995,83.0185,0.885,2000
32,7 Rings,Ariana Grande,0.592,0.778,178627,0.317,1,0,1,0.0881,1.013685556,0,0.334,140.048,0.327,2019
33,7 Years,Lukas Graham,0.287,0.765,237300,0.473,0,0,10,0.391,1.0150475,1,0.0514,119.992,0.34,2016
34,8,Billie Eilish,0.698,0.735,173202,0.235,0,0.00604,3,0.107,1.012989167,1,0.315,62.446,0.462,2019
35,8 Out Of 10,Drake,0.161,0.527,195720,0.689,1,0,2,0.498,1.014480556,1,0.741,170.538,0.31,2018
36,808,Blaque,0.00328,0.867,306693,0.42,0,3.18E-06,1,0.0887,1.014033889,1,0.167,121.66,0.367,1999
37,80S Mercedes,Maren Morris,0.0665,0.485,211767,0.834,0,0,9,0.28,1.015163056,1,0.0715,90.933,0.659,2017
38,8Th Of November,"Big, Rich",0.117,0.259,298240,0.729,0,0,2,0.438,1.015926389,1,0.0418,169.11,0.284,2005
39,9,Drake,0.000803,0.68,255787,0.712,1,0.000612,10,0.237,1.014671111,1,0.0453,100.009,0.0379,2016
40,92 Explorer,Post Malone,0.265,0.798,211427,0.733,1,1.25E-06,7,0.114,1.015330278,0,0.0476,146.046,0.861,2018
41,A Bay Bay,Hurricane Chris,0.105,0.577,257120,0.668,0,0,6,0.0924,1.01531,1,0.514,60.709,0.702,2007
42,A Different World,Bucky Covington,0.0327,0.62,208573,0.686,0,0,9,0.101,1.015270278,1,0.0276,128.962,0.464,2007
43,A Girl Like You,Easton Corbin,0.0197,0.735,217840,0.768,0,0,5,0.0643,1.015421944,1,0.0353,104.991,0.83,2017
44,A Guy Walks Into A Bar,Tyler Farr,0.083,0.428,196000,0.78,0,0,0,0.115,1.015702222,1,0.0373,147.986,0.431,2015
45,A Light That Never Comes,"Linkin Park, Steve Aoki",0.00225,0.687,229439,0.871,0,0.00708,0,0.134,1.015130278,1,0.0689,115,0.539,2013
46,A Little Bit Longer,Jonas Brothers,0.0228,0.302,205013,0.619,0,0,0,0.231,1.01533,1,0.0331,156.359,0.291,2008
47,A Little Bit Stronger,Sara Evans,0.282,0.536,301987,0.65,0,1.16E-06,2,0.0876,1.015110278,1,0.0337,147.93,0.288,2011
48,A Little More Country Than That,Easton Corbin,0.0795,0.64,172227,0.6,0,1.50E-06,11,0.106,1.014296111,1,0.0318,84.969,0.593,2010
49,A Little More Summertime,Jason Aldean,0.0386,0.482,219547,0.823,0,3.69E-05,9,0.0948,1.015431667,1,0.0661,167.665,0.451,2016
50,A Little Too Late,Toby Keith,0.175,0.635,248040,0.749,0,3.71E-05,11,0.139,1.015051389,1,0.0294,100.95,0.628,2008
51,A Little Too Much,Shawn Mendes,0.473,0.451,187027,0.507,0,0,11,0.108,1.014933333,1,0.0316,165.76,0.564,2015
52,A Long Walk,Jill Scott,0.0617,0.713,280973,0.541,0,0.000137,6,0.112,1.014084722,0,0.248,75.714,0.28,2000
53,A Lot,21 Savage,0.0395,0.837,288624,0.636,1,0.00125,1,0.342,1.014543611,1,0.086,145.972,0.274,2018
54,A Lot Of Things Different,Kenny Chesney,0.129,0.589,283867,0.279,0,0.0192,2,0.149,1.012863056,1,0.0285,74.847,0.212,2002
55,A Man Who Was Gonna Die Young,Eric Church,0.951,0.511,193787,0.0971,0,0,11,0.106,1.012066389,1,0.0442,134.936,0.397,2014
56,A Milli,Lil Wayne,0.0389,0.6685,221826.5,0.6915,1,0.00213,6,0.2085,1.014264583,0,0.2805,151.5375,0.752,2008
57,A Million Dreams,P!Nk,0.272,0.312,273640,0.499,0,0,7,0.0901,1.014921667,1,0.0397,148.173,0.191,2018
58,A Moment Like This,Kelly Clarkson,0.163,0.414,228280,0.572,0,0,8,0.115,1.015578333,1,0.0311,145.184,0.16,2003
59,A Night To Remember,Joe Diffie,0.0144,0.559,210693,0.639,0,1.12E-06,10,0.14,1.015253611,1,0.0272,75.478,0.234,1999
60,A Public Affair,Jessica Simpson,0.00525,0.735,201467,0.86,0,0.000192,11,0.404,1.015589444,0,0.0339,124.052,0.835,2006
61,A Real Fine Place To Start,Sara Evans,0.00143,0.585,238733,0.789,0,0.00087,8,0.141,1.015879444,1,0.041,120.953,0.208,2005
62,A Sky Full Of Stars,Coldplay,0.00617,0.545,267867,0.675,0,0.00197,6,0.209,1.014868333,1,0.0279,124.97,0.162,2014
63,A Thousand Miles,Vanessa Carlton,0.298,0.524,237466.5,0.829,0,0,11,0.1765,1.015591944,1,0.0383,94.886,0.2625,2002
64,A Thousand Years,Christina Perri,0.309,0.421,285120,0.407,0,0.000961,10,0.11,1.014598611,1,0.0267,139.028,0.161,2011
65,A Woman Like You,Lee Brice,0.245,0.592,209787,0.584,0,0,7,0.0862,1.014605,1,0.0305,160.048,0.371,2012
66,A Woman'S Worth,Alicia Keys,0.331,0.667,303333,0.41,0,0,4,0.064,1.014354722,0,0.138,75.069,0.493,2001
67,A Year Without Rain,"Selena Gomez, The Scene",0.0102,0.629,234333,0.806,0,1.72E-05,2,0.112,1.015204444,0,0.0442,119.966,0.409,2010
68,A.M.,One Direction,0.227,0.586,209040,0.527,0,0,3,0.0963,1.015304167,1,0.0309,141.839,0.506,2015
69,About You Now,Miranda Cosgrove,0.00558,0.489,190560,0.868,0,0,6,0.602,1.015611111,1,0.13,164.98,0.658,2008
70,Acapella,Karmin,0.126,0.667,198907,0.619,0,0,2,0.101,1.015296389,1,0.151,169.865,0.427,2014
71,Accidentally In Love,Counting Crows,0.044,0.554,188613,0.927,0,3.32E-06,7,0.0876,1.015655278,1,0.0378,138,0.81,2004
72,According To You,Orianthi,0.02275,0.616,200300,0.917,0,8.98E-06,5,0.1018,1.015954028,1,0.05235,131.0045,0.545,2009
73,Acquainted,The Weeknd,0.482,0.372,348853,0.478,1,0,7,0.0844,1.013934722,0,0.0503,101.102,0.254,2015
74,Act A Fool,Ludacris,0.229,0.573,270733,0.906,1,0,9,0.183,1.015997778,1,0.325,110.64,0.775,2003
75,Act Up,City Girls,0.0167,0.938,158332,0.638,1,0,8,0.111,1.0153575,1,0.189,97.075,0.313,2018
76,Addicted,Saving Abel,0.000821,0.512,222827,0.864,1,0,7,0.0982,1.015515,1,0.0338,138.018,0.527,2008
77,Addicted,Simple Plan,0.000491,0.522,232067,0.751,0,2.22E-06,1,0.158,1.01515,1,0.0435,139.51,0.605,2018
78,Adorn,Miguel,0.0543,0.625,193147,0.576,0,4.07E-05,11,0.187,1.015085278,0,0.175,179.063,0.235,2012
79,Adventure Of A Lifetime,Coldplay,0.00205,0.638,263787,0.924,0,0.000175,7,0.149,1.015586944,1,0.036,111.995,0.53,2015
80,Aerials,System Of A Down,0.000918,0.364,235053,0.922,0,0.035,0,0.0696,1.015495278,0,0.0566,79.342,0.227,2001
81,Afire Love,Ed Sheeran,0.464,0.552,314280,0.637,0,1.63E-05,5,0.136,1.014842222,1,0.0445,97.97,0.333,2014
82,Africa,Weezer,0.205,0.534,238627,0.784,0,0.00579,8,0.106,1.015669444,1,0.0339,92.147,0.6,2019
83,After Party,Koffee Brown,0.0492,0.802,214560,0.552,1,1.70E-06,5,0.0224,1.015334444,0,0.0503,105.481,0.601,2001
84,Again,Fetty Wap,0.0062,0.748,312240,0.733,1,0,11,0.329,1.015438611,0,0.072,93.019,0.291,2015
85,Again,Lenny Kravitz,0.0167,0.552,230300,0.812,0,4.62E-05,2,0.133,1.015242639,1,0.02835,79.1565,0.7705,2000
86,Ain'T Back Yet,Kenny Chesney,0.0308,0.602,239813,0.944,0,0.00256,10,0.436,1.015489444,1,0.0427,106.958,0.797,2009
87,Ain'T It Fun,Paramore,0.154,0.61,296520,0.893,0,4.41E-05,9,0.021,1.015644167,1,0.0921,104.031,0.673,2013
88,Ain'T It Funny,Jennifer Lopez,0.0804,0.711,245360,0.87,0,0.000306,0,0.138,1.015413056,0,0.0484,99.843,0.569,2001
89,Ain'T My Fault,Zara Larsson,0.00778,0.576,224031,0.782,0,0,6,0.285,1.015326389,0,0.0296,141.153,0.355,2017
90,Ain'T No Other Man,Christina Aguilera,0.00376,0.862,228907,0.742,0,0.00855,7,0.103,1.015355,1,0.222,127.91,0.511,2006
91,Ain'T No Rest For The Wicked,Cage The Elephant,0.0438,0.634,175493,0.849,0,0,0,0.363,1.014701389,1,0.105,156.004,0.919,2009
92,Ain'T Nothing 'Bout You,"Brooks, Dunn",0.18,0.3525,200270.5,0.872,0,2.26E-06,4.5,0.3965,1.015337222,1,0.04995,201.8095,0.713,2001
93,Ain'T Worried About Nothin,French Montana,0.0229,0.688,212427,0.904,1,0,1,0.0909,1.016046111,1,0.106,127.887,0.71,2013
94,Ain'T Worth The Whiskey,Cole Swindell,0.042,0.432,191907,0.738,0,0,2,0.119,1.015580556,1,0.0309,153.712,0.503,2014
95,Ain'T Your Mama,Jennifer Lopez,0.0472,0.757,218235,0.678,0,9.14E-06,8,0.0654,1.015130833,0,0.233,120.075,0.82,2016
96,Alcohol,Brad Paisley,0.373,0.552,290933,0.754,0,3.02E-05,11,0.208,1.015031111,1,0.0302,141.671,0.595,2005
97,Alejandro,Lady Gaga,0.0003775,0.6245,274213,0.796,0,0.001525,11,0.3675,1.0148275,0,0.0461,98.995,0.3645,2009
98,Alive,Krewella,0.00413,0.663,290760,0.822,0,0.00318,9,0.234,1.015858611,1,0.0557,128.002,0.567,2012
99,Alive,Sia,0.254,0.508,263520,0.762,0,0.000122,6,0.108,1.015495278,0,0.0489,99.963,0.444,2016
100,All About That Bass,Meghan Trainor,0.05245,0.809,188337,0.883,1,2.39E-06,9,0.1165,1.015631944,1,0.05085,134.058,0.9615,2014
101,All About Tonight,Blake Shelton,0.0159,0.674,205613,0.943,0,0,0,0.504,1.015718611,1,0.0408,118.06,0.856,2010
102,All Around Me,Flyleaf,0.0216,0.473,198507,0.871,0,0,9,0.0525,1.0153075,1,0.0456,146.975,0.47,2006
103,All Girls Are The Same,Juice Wrld,0.0769,0.671,165820,0.529,1,0.000335,0,0.0856,1.014659444,1,0.307,161.989,0.203,2018
104,All Gold Everything,Trinidad James,0.0258,0.516,187907,0.755,1,0,0,0.329,1.014203333,0,0.351,99.764,0.633,2013
105,All I Ask,Adele,0.882,0.587,271800,0.283,0,0,4,0.149,1.015146389,1,0.0279,141.961,0.343,2016
106,All I Want For Christmas Is You,Mariah Carey,0.1189,0.439,241727,0.7635,0,0,8,0.1054,1.014993194,1,0.0465,150.154,0.3725,1994
107,All I Want To Do,Sugarland,0.208,0.709,213360,0.725,0,4.54E-05,4,0.158,1.015278056,1,0.0556,97.046,0.759,2008
108,All Jacked Up,Gretchen Wilson,0.189,0.392,212520,0.928,0,0,0,0.183,1.015638333,1,0.153,188.72,0.765,2005
109,All Mine,Kanye West,0.123,0.925,145507,0.31,1,0,11,0.0931,1.0148525,0,0.291,121.927,0.291,2018
110,All My Friends,21 Savage,0.171,0.713,211785,0.62,1,1.16E-06,0,0.118,1.015413056,1,0.0422,130.09,0.206,2018
111,All My Friends Say,Luke Bryan,0.0439,0.683,242800,0.9,0,0,9,0.177,1.015438333,1,0.0333,117.036,0.962,2007
112,All My Life,Foo Fighters,0.000216,0.581,263500,0.6015,0,0.000725,5,0.4845,1.015082361,1,0.05015,167.7485,0.652,2002
113,All Of Me,John Legend,0.922,0.422,269560,0.264,0,0,8,0.132,1.014704444,1,0.0322,119.93,0.331,2013
114,All Of The Lights,Kanye West,0.0796,0.531,299613,0.803,1,1.71E-05,1,0.176,1.015754444,1,0.0717,142.113,0.221,2010
115,All On Me,Devin Dawson,0.14,0.634,224627,0.668,0,0,5,0.216,1.015142222,1,0.0291,80.989,0.635,2018
116,All Or Nothing,Theory Of A Deadman,0.0289,0.419,210560,0.785,0,0,10,0.0799,1.015421389,0,0.0313,152.053,0.332,2008
117,All Over The Road,Easton Corbin,0.0471,0.491,163067,0.841,0,0,5,0.0886,1.0156725,1,0.0421,199.851,0.721,2012
118,All Star,Smash Mouth,0.037566667,0.732333333,200333.3333,0.868333333,0,0,11,0.0873,1.015074537,1,0.0325,104.1346667,0.782,1999
119,All Summer Long,Kid Rock,0.0212,0.7,297587,0.864,0,0,7,0.0956,1.015658611,1,0.0283,102.997,0.887,2007
120,All That I Can Say,Mary J. Blige,0.0102,0.665,330467,0.727,0,0.00126,9,0.241,1.014632222,0,0.0559,95.926,0.515,1999
121,All That Matters,Justin Bieber,0.005215,0.697,191173,0.511,0,0,3.5,0.06925,1.015088194,1,0.04635,129.862,0.1435,2014
122,All The Good Girls Go To Hell,Billie Eilish,0.283,0.726,168840,0.444,0,0.143,8,0.177,1.014188333,0,0.372,185.044,0.569,2019
123,All The Pretty Girls,Kenny Chesney,0.00916,0.612,212893,0.848,0,0,6,0.366,1.015628889,1,0.0368,120.996,0.719,2017
124,All The Right Moves,Onerepublic,0.258,0.529,238000,0.948,0,9.35E-06,0,0.283,1.015686944,1,0.0474,146.024,0.65,2009
125,All The Things She Said,T.A.T.U.,0.0357,0.5625,214153.5,0.8335,1,0.00421,5,0.104,1.015063194,0,0.0424,135.0525,0.3985,2002
126,All The Way Home,Tamar Braxton,0.0807,0.652,262227,0.663,0,2.59E-06,2,0.0805,1.015189444,0,0.0378,107.99,0.254,2013
127,All These Things That I'Ve Done,The Killers,0.002005,0.548,301720,0.715,0,1.44E-05,6,0.1175,1.014795556,1,0.04205,118.1735,0.211,2004
128,All Things Considered,Yankee Grey,0.237,0.656,159667,0.746,0,0,8,0.0214,1.0151725,1,0.0325,140.865,0.96,1999
129,All Time Low,Jon Bellion,0.0584,0.617,217603,0.567,1,0,0,0.0933,1.015503333,1,0.0828,90.246,0.505,2016
130,All To Myself,Dan + Shay,0.219,0.6485,169766,0.7815,0,0,1,0.132,1.015383611,1,0.0308,94.9575,0.592,2018
131,All Too Well,Taylor Swift,0.0382,0.602,327893,0.609,0,0.0002,0,0.127,1.014499167,1,0.0243,93.06,0.337,2012
132,All You Wanted,Michelle Branch,0.00466,0.499,217680,0.72,0,0.00303,8,0.122,1.014138611,1,0.0286,96.103,0.652,2001
133,All Your Life,The Band Perry,0.227,0.536,231933,0.521,0,0,9,0.165,1.015174167,1,0.0261,131.937,0.455,2010
134,Almost,Bowling For Soup,0.000784,0.546,206160,0.882,0,0,11,0.186,1.015550278,1,0.0394,139.966,0.64,2004
135,Almost Doesn'T Count,Brandy,0.494,0.682,218467,0.543,0,0,0,0.158,1.014704722,0,0.0454,71.582,0.478,1998
136,Almost Home,Craig Morgan,0.302,0.525,289000,0.481,0,0,8,0.121,1.014801389,1,0.0251,75.974,0.237,2003
137,Almost Is Never Enough,"Ariana Grande, Nathan Sykes",0.8245,0.3235,327773,0.327,0,0,2,0.101,1.014585,1,0.041,81.3285,0.3345,2013
138,Alone,Halsey,0.0184,0.602,205660,0.724,0,0,2,0.606,1.015703056,0,0.0352,100.064,0.451,2017
139,Alone,Marshmello,0.0241,0.631,273803,0.953,0,0.0155,2,0.108,1.015628056,1,0.0343,141.99,0.422,2016
140,Alone Together,Fall Out Boy,0.0013,0.552,203413,0.915,0,3.74E-05,4,0.206,1.015635278,1,0.0559,90.013,0.606,2013
141,Alone With You,Jake Owen,0.221,0.646,210973,0.761,0,0,7,0.109,1.015558056,1,0.0267,108.999,0.336,2011
142,Already Callin' You Mine,Parmalee,0.0504,0.59,184387,0.887,0,0,1,0.132,1.015935,1,0.0353,120.061,0.679,2013
143,Already Gone,Kelly Clarkson,0.217,0.209,281560,0.872,0,0,9,0.0768,1.015834444,1,0.0757,78.139,0.294,2009
144,Already Gone,Sugarland,0.214,0.48,275867,0.596,0,1.06E-05,1,0.151,1.015043333,1,0.03,154.769,0.332,2008
145,Alright,Darius Rucker,0.0527,0.601,231920,0.806,0,0,7,0.185,1.015394722,1,0.0345,89.87,0.711,2008
146,Alright,Kendrick Lamar,0.0803,0.7895,206911.5,0.7635,1,0,7,0.36285,1.015068889,1,0.2165,110.0335,0.616,2015
147,Always,Saliva,0.0122,0.363,231200,0.906,0,0,1,0.172,1.015440278,1,0.0615,181.964,0.371,2002
148,Always Remember Us This Way,Lady Gaga,0.305,0.553,210200,0.503333333,0,0,0,0.763666667,1.015008241,1,0.040966667,129.993,0.299333333,2018
149,Always The Love Songs,Eli Young Band,0.291,0.474,221800,0.766,0,1.38E-05,4,0.685,1.015716944,1,0.0291,149.988,0.402,2008
150,Alyssa Lies,Jason Michael Carroll,0.334,0.496,259573,0.602,0,0.00356,7,0.147,1.015197222,1,0.0265,75.519,0.398,2007
151,Am I The Only One,Dierks Bentley,0.29,0.579,191253,0.878,0,0,2,0.789,1.015167778,1,0.145,165.972,0.88,2012
152,Am I Wrong,"Nico, Vinz",0.1685,0.727,246693.5,0.6775,0,1.86E-06,8,0.354,1.015073889,1,0.0309,119.9535,0.7695,2014
153,Am To Pm,Christina Milian,0.153,0.872,231213,0.868,0,2.26E-05,10,0.843,1.015823333,0,0.12,105.005,0.822,2001
154,Amarillo Sky,Jason Aldean,0.314,0.491,202547,0.776,0,0,2,0.146,1.015586944,1,0.0393,154.988,0.428,2005
155,Amazed,Lonestar,0.245666667,0.559333333,240284.6667,0.545666667,0,0,1,0.122333333,1.01440537,1,0.031033333,139.7946667,0.258,1995
156,Amazing,Josh Kelley,0.0128,0.546,225600,0.852,0,0,9,0.128,1.015261667,1,0.0365,96.907,0.831,2003
157,America'S Suitehearts,Fall Out Boy,0.00826,0.483,214133,0.931,0,0,2,0.107,1.015711389,1,0.044,160.05,0.645,2008
158,American Baby,Dave Matthews Band,0.00192,0.692,275053,0.822,0,0.00206,7,0.0819,1.015468056,1,0.0349,120.741,0.856,2005
159,American Country Love Song,Jake Owen,0.0457,0.529,199747,0.891,0,0,8,0.0942,1.015455556,1,0.043,104.031,0.329,2016
160,American Girl,Bonnie Mckee,0.00976,0.66,224107,0.816,0,1.87E-05,0,0.59,1.015463333,0,0.0344,127.97,0.66,2013
161,American Idiot,Green Day,2.58E-05,0.3805,175333,0.986,1,7.39E-05,1,0.319,1.016046944,1,0.06385,186.097,0.7895,2004
162,American Kids,Kenny Chesney,0.0476,0.733,182960,0.589,0,5.85E-06,7,0.0366,1.014619444,1,0.1,170.097,0.867,2014
163,American Oxygen,Rihanna,0.0497,0.391,320161,0.745,0,0,2,0.329,1.014917778,1,0.0884,78.205,0.483,2015
164,American Pie,Madonna,0.348,0.631,273533,0.734,0,0,5,0.135,1.014588889,0,0.036,124.036,0.591,2000
165,American Ride,Toby Keith,0.0829,0.519,165693,0.907,0,1.57E-06,9,0.325,1.015921944,1,0.0665,174.085,0.794,2009
166,American Saturday Night,Brad Paisley,0.0721,0.487,274200,0.938,0,2.63E-05,4,0.522,1.015148333,1,0.0533,157.795,0.733,2009
167,American Soldier,Toby Keith,0.168,0.5205,262866.5,0.56,0,3.44E-06,9,0.05965,1.014492778,1,0.0398,122.972,0.2115,2003
168,American Woman,Lenny Kravitz,0.02735,0.6785,263133.5,0.6845,0,0,1,0.0782,1.01446625,1,0.0844,83.9875,0.5685,1998
169,Amnesia,5 Seconds Of Summer,0.0283,0.572,237248,0.499,0,0,2,0.213,1.015211944,1,0.0311,101.593,0.108,2014
170,Amor Genuino,Ozuna,0.786,0.434,178160,0.314,0,0,10,0.163,1.014505556,0,0.0577,175.077,0.347,2019
171,An Honest Mistake,The Bravery,3.25E-06,0.4625,219707,0.886,0,0.5755,2,0.111,1.015480556,0,0.02955,140.0425,0.6415,2005
172,Anaconda,Nicki Minaj,0.06705,0.9635,260240,0.604,1,6.86E-06,5.5,0.214,1.014937917,1,0.1795,129.992,0.6465,2014
173,And I,Ciara,0.255,0.691,233840,0.389,0,0,6,0.0981,1.013854167,1,0.0653,122.219,0.437,2004
174,And I Am Telling You I'M Not Going,Jennifer Hudson,0.187,0.464,305373,0.735,0,0,5,0.161,1.015221667,0,0.0861,122.714,0.339,2006
175,Angel,Akon,0.0571,0.565,215227,0.867,0,0,2,0.177,1.015971389,1,0.0318,125.867,0.325,2010
176,Angel,Amanda Perez,0.467,0.6345,218193.5,0.518,0,5.05E-07,4.5,0.132,1.014565556,1,0.05355,143.7535,0.3585,2002
177,Angel Eyes,Love And Theft,0.0134,0.656,186627,0.696,0,0,8,0.0753,1.015023056,1,0.0261,108.015,0.966,2012
178,Angel In Blue Jeans,Train,0.0151,0.61,205973,0.817,0,9.09E-06,0,0.0998,1.015340278,1,0.0331,115.036,0.688,2014
179,Angelito,Don Omar,0.2,0.63,284933,0.661,0,0,1,0.17,1.015247222,0,0.045,156.005,0.311,2006
180,Angels,Robbie Williams,0.157,0.434,265533,0.588,0,7.12E-06,4,0.09885,1.014851389,1,0.0279,150.1665,0.2545,1997
181,Angels On The Moon,Thriving Ivory,0.267,0.441,252800,0.8,0,0,10,0.101,1.015758889,1,0.0365,151.011,0.204,2008
182,Angry All The Time,Tim Mcgraw,0.195,0.545,270107,0.498,0,0,2,0.169,1.014642778,1,0.0266,127.604,0.363,2001
183,Animal,Neon Trees,0.000346,0.482,212293,0.833,0,0,5,0.365,1.015108056,1,0.0449,148.039,0.74,2010
184,Animal I Have Become,Three Days Grace,0.000684,0.553,231400,0.853,0,0,8,0.126,1.015647778,1,0.0339,122.023,0.506,2006
185,Animals,Maroon 5,0.000185,0.279,231013,0.742,0,0,4,0.593,1.014872222,0,0.0898,189.868,0.328,2014
186,Animals,Martin Garrix,0.00107,0.675,304229,0.868,1,0.715,1,0.374,1.0149,1,0.0392,128.007,0.0376,2013
187,Animals,Nickelback,0.000722,0.572,186600,0.961,0,0.021,7,0.207,1.015808611,1,0.0625,76.998,0.818,2005
188,Another Dumb Blonde,Hoku,0.24,0.688,232067,0.94,0,0,1,0.08,1.015344722,1,0.0843,123.906,0.551,2000
189,Another Way To Die,Disturbed,8.46E-05,0.621,253387,0.967,0,0.00612,6,0.12,1.016013889,1,0.0692,112.017,0.315,2010
190,Another Way To Die,"Jack White, Alicia Keys",0.0239,0.42,262240,0.766,0,3.08E-05,4,0.11,1.015491389,0,0.179,68.393,0.41,2007
191,Antidote,Travis Scott,0.00767,0.713,262693,0.526,1,0.000148,1,0.124,1.015265,1,0.032,131.05,0.131,2015
192,Any Ol' Barstool,Jason Aldean,0.312,0.536,203293,0.722,0,0,4,0.117,1.015510278,1,0.0284,143.78,0.499,2016
193,Anything But Mine,Kenny Chesney,0.0291,0.501,324693.5,0.5165,0,0,4,0.06475,1.014185139,1,0.03225,148.0275,0.356,2004
194,Anything Could Happen,Ellie Goulding,0.433,0.702,286322,0.781,0,0,0,0.135,1.015533056,1,0.03,102.997,0.382,2012
195,Anything Goes,Florida Georgia Line,0.00182,0.458,218867,0.976,0,0,0,0.193,1.015613611,1,0.0459,154.007,0.76,2014
196,Anything Like Me,Brad Paisley,0.422,0.545,268187,0.522,0,0,2,0.119,1.014099722,1,0.0341,164.869,0.446,2010
197,Anyway,Martina Mcbride,0.0971,0.527,280867,0.503,0,1.98E-05,5,0.107,1.014786389,1,0.0252,137.021,0.305,2007
198,Anywhere,112,0.174,0.592,244416,0.499,0,0,5,0.122,1.014498333,1,0.277,125.824,0.863,1998
199,Anywhere With You,Jake Owen,0.0418,0.475,209587,0.936,0,0,5,0.0873,1.015959722,1,0.0413,151.988,0.598,2011
200,Apeshit,The Carters,0.0133,0.705,264853,0.784,1,0,2,0.168,1.0148675,1,0.271,160.035,0.377,2018
201,Apparently,J. Cole,0.564,0.8,293040,0.543,1,0,5,0.116,1.014101111,1,0.0911,133.98,0.534,2014
202,Applause,Lady Gaga,0.02715,0.6685,212413,0.779,0,1.43E-06,7,0.1255,1.01547375,0,0.0518,139.9415,0.7355,2013
