,Name,Artist,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,year
498,Can'T Stay,Dave Hollister,0.00488,0.409,377400,0.42,0,0,11,0.146,1.01451,1,0.041,118.711,0.0412,1999
499,Can'T Stop,Red Hot Chili Peppers,0.019,0.619,269000,0.936,0,0,6.5,0.1785,1.015712639,1,0.04335,91.3445,0.881,2002
500,Can'T Stop Dancin',Becky G,0.00545,0.645,198853,0.669,0,0.00138,0,0.0997,1.014459444,0,0.0638,100.052,0.568,2014
501,Can'T Tell Me Nothing,Kanye West,0.0125,0.594,271680,0.618,1,0,5,0.7545,1.014962222,0,0.0462,80.035,0.0956,2007
502,Cancer,Twenty One Pilots,0.281,0.652,236827,0.295,0,1.03E-05,2,0.0809,1.013598611,1,0.0477,75.065,0.196,2016
503,Candy,Mandy Moore,0.171,0.8155,234253,0.8425,0,5.49E-05,7,0.1595,1.015497917,1,0.0893,100.497,0.6575,1999
504,Candy Paint,Post Malone,0.64,0.664,227533,0.667,1,1.22E-06,4,0.0753,1.015016389,1,0.154,180.064,0.381,2018
505,Candyman,Christina Aguilera,0.0125,0.686,194213,0.789,0,0.0147,8,0.142,1.0153575,0,0.23,172.976,0.72,2006
506,Capsize,"Frenship, Emily Warren",0.0398,0.683,237707,0.708,0,0.155,5,0.686,1.014932222,0,0.0305,92.991,0.355,2016
507,Careful,Paramore,0.00019,0.417,230440,0.945,0,8.63E-05,8,0.2,1.015638056,1,0.0805,164.997,0.607,2009
508,Careless Whisper,Seether,5.15E-05,0.4805,297177.5,0.9465,0,0.00508,2,0.07135,1.015444861,1,0.07895,134.033,0.3795,2007
509,Carlene,Phil Vassar,0.0784,0.587,246240,0.88,0,0,4,0.182,1.015076389,1,0.0324,129.222,0.778,2000
510,Carolina,Parmalee,0.0107,0.434,201347,0.75,0,0,10,0.106,1.015686111,1,0.0293,159.824,0.488,2013
511,Carry On,Fun.,0.118,0.388,278373,0.694,0,0.000293,5,0.082,1.015064167,1,0.0735,145.434,0.365,2012
512,Carry On,Xxxtentacion,0.768,0.735,129720,0.197,1,0.000276,3,0.296,1.012950556,0,0.537,147.899,0.383,2017
513,Casper,Takeoff,0.525,0.921,197079,0.607,1,1.12E-06,1,0.123,1.014611944,1,0.209,140.071,0.753,2018
514,Castaway,Zac Brown Band,0.147,0.611,188053,0.782,0,0,8,0.115,1.015280833,1,0.0474,101.319,0.915,2015
515,Castle On The Hill,Ed Sheeran,0.0232,0.461,261154,0.834,0,1.14E-05,2,0.14,1.015314444,1,0.0989,135.007,0.471,2017
516,Cat Daddy,Rej3Ctz,0.0121,0.872,200803,0.719,1,1.01E-06,2,0.246,1.014260278,1,0.235,101.967,0.32,2011
517,Catch Me,Demi Lovato,0.491,0.289,190000,0.292,0,0,4,0.255,1.013335833,1,0.048,185.425,0.491,2009
518,Catch My Breath,Kelly Clarkson,0.0251,0.692,250387,0.908,0,0,9,0.0933,1.015176667,1,0.0677,124.042,0.513,2012
519,Caught Out There,Kelis,0.0512,0.848,291707,0.691,0,0.00803,7,0.0723,1.014784722,1,0.093,92.996,0.922,1999
520,Caught Up,Usher,0.027,0.817,224640,0.806,0,9.00E-06,6,0.119,1.015387222,1,0.0623,110.086,0.805,2004
521,Cecilia And The Satellite,Andrew Mcmahon In The Wilderness,0.0131,0.381,223880,0.844,0,0,5,0.318,1.014688056,1,0.144,194,0.239,2014
522,Celebration,Madonna,0.0742,0.637,215133,0.891,0,0.000622,11,0.0686,1.015516944,0,0.0345,126.002,0.933,2009
523,Celebrity,Brad Paisley,0.3785,0.6425,223300,0.7935,0,1.10E-05,0,0.1595,1.015020417,1,0.03145,123.795,0.791,2003
524,Centuries,Fall Out Boy,0.00359,0.393,228360,0.858,0,0,4,0.102,1.01587,0,0.0729,176.042,0.56,2015
525,Chain Hang Low,Jibbs,0.0259,0.792,207587,0.589,0,0.000128,4,0.114,1.014758611,0,0.262,157.147,0.778,2006
526,Chains,Nick Jonas,0.0151,0.589,203107,0.611,0,0,0,0.0757,1.015033056,0,0.0459,76.006,0.121,2015
527,Chances,Five For Fighting,0.0236,0.401,215200,0.802,0,0,10,0.224,1.015098333,1,0.0291,163.987,0.326,2010
528,Chandelier,Sia,0.0197,0.399,216120,0.787,0,6.07E-05,1,0.0685,1.015866667,1,0.0499,117.089,0.572,2015
529,Chanel,Frank Ocean,0.874,0.776,210285,0.503,1,0,0,0.112,1.015074444,0,0.237,110.134,0.473,2017
530,Change,Taylor Swift,0.004395,0.5445,280646.5,0.763,0,0,5,0.117,1.015507639,1,0.0357,96.0255,0.2195,2008
531,Change Lanes,Kevin Gates,0.129,0.706,205861,0.783,1,0,2,0.0952,1.015184167,1,0.424,130.195,0.513,2018
532,Change Locations,"Drake, Future",0.0207,0.787,220862,0.329,1,2.95E-06,0,0.118,1.013891389,1,0.391,137.85,0.209,2015
533,Change Your Mind,Sister Hazel,0.0104,0.428,259667,0.785,0,0,0,0.102,1.015318611,1,0.0569,182.352,0.68,2000
534,Changed,Rascal Flatts,0.0751,0.442,262227,0.556,0,7.59E-06,4,0.0984,1.014743056,1,0.0345,140.563,0.26,2012
535,Changes,Xxxtentacion,0.883,0.669,121887,0.308,0,0,11,0.0984,1.01387,1,0.029,64.934,0.52,2018
536,Chariot,Gavin Degraw,0.0437,0.281,239173,0.779,0,0,7,0.37,1.015248889,1,0.0514,167.172,0.344,2003
537,Charlene,Anthony Hamilton,0.536,0.556,246773,0.346,0,0,0,0.106,1.013941944,0,0.311,123.869,0.451,2003
538,Chasing Cars,Snow Patrol,0.209,0.563,267933,0.592,0,5.08E-05,9,0.132,1.015396944,1,0.0276,104.016,0.136,2006
539,Chasing Pavements,Adele,0.312,0.621,210507,0.473,0,0,5,0.11,1.014980556,0,0.0251,80.027,0.325,2008
540,Chasing The Sun,The Wanted,0.242,0.636,198800,0.732,0,0,7,0.498,1.014941944,0,0.0962,128.11,0.679,2012
541,Cheap Thrills,Sia,0.0472,0.628,211667,0.698,0,0.00143,6,0.0907,1.015108889,0,0.105,89.976,0.732,2016
542,Check,Young Thug,0.0428,0.667,230693,0.581,1,0,0,0.183,1.015232222,0,0.323,110.953,0.368,2015
543,Check It Out,"Will.I.Am, Nicki Minaj",0.0523,0.858,238160,0.676,0,3.68E-05,3,0.103,1.015323611,0,0.0746,129.991,0.7,2010
544,Check My Brain,Alice In Chains,3.28E-06,0.441,237907,0.845,0,0.0533,10,0.723,1.015745833,1,0.0462,113.989,0.304,2009
545,Chicken Fried,Zac Brown Band,0.645,0.566,238147,0.713,0,0,6,0.114,1.015486111,1,0.0417,169.864,0.807,2008
546,Children,Justin Bieber,0.0122,0.634,223333,0.885,0,0,11,0.193,1.015360556,0,0.304,127.064,0.327,2015
547,Chillin' It,Cole Swindell,0.511,0.576,196747,0.849,0,3.89E-05,9,0.109,1.0158175,1,0.0386,137.982,0.666,2014
548,Chillin' Like A Villain,"Sofia Carson, Cameron Boyce, Booboo Stewart, Mitchell Hope",0.0318,0.697,193792,0.775,0,0,8,0.232,1.014815556,1,0.083,113.886,0.826,2017
549,Chocolate,The 1975,0.002225,0.6015,224657,0.939,0,0,11,0.3755,1.015443889,1,0.05725,100.0415,0.644,2013
550,Christmas Lights,Coldplay,0.131,0.312,242496,0.418,0,0.000679,7,0.0836,1.014126111,1,0.0296,130.795,0.237,2010
551,Church Bells,Carrie Underwood,0.226,0.575,193333,0.844,0,0,3,0.0538,1.016174444,0,0.0633,87.007,0.542,2015
552,Circle,Marques Houston,0.106,0.676,245027,0.662,0,0,1,0.122,1.014878333,1,0.0442,127.999,0.464,2007
553,Circus,Britney Spears,0.147,0.791,192360,0.733,0,0.000381,6,0.0713,1.015218056,0,0.052,114.98,0.761,2008
554,Citizen/Soldier,3 Doors Down,0.0111,0.631,232907,0.821,0,0.0156,8,0.197,1.015138056,1,0.0343,97.003,0.486,2008
555,Clap Back,Ja Rule,0.0415,0.632,296467,0.786,1,1.20E-05,9,0.0527,1.015112222,1,0.354,94.499,0.699,2003
556,Classic,Mkto,0.03685,0.7165,175380,0.786,0,0,1,0.156,1.015340556,1,0.1225,102.0745,0.778,2012
557,Cleanin' Out My Closet,Eminem,0.0771,0.907333333,298586.6667,0.763333333,1,0,9,0.099433333,1.015348426,0,0.173333333,148.0023333,0.873333333,2002
558,Climax,Usher,0.547,0.647,232907,0.478,0,2.69E-05,8,0.156,1.014211944,1,0.0782,135.877,0.333,2012
559,Clint Eastwood,Gorillaz,0.0249,0.663,340920,0.694,1,0,10,0.0698,1.014270278,0,0.172,167.964,0.524,2001
560,Clocks,Coldplay,0.599,0.577,307880,0.749,0,0.0115,5,0.183,1.0146625,0,0.0279,130.97,0.255,2002
561,Close Your Eyes,Parmalee,0.0158,0.551,214933,0.863,0,0,11,0.0843,1.015692778,1,0.0322,143.952,0.817,2013
562,Closer,Tegan And Sara,0.00174,0.588,209280,0.751,0,6.57E-05,0,0.353,1.014558889,1,0.0328,136.979,0.52,2013
563,Closer To Love,Mat Kearney,0.508,0.641,217560,0.601,0,9.33E-06,0,0.121,1.014302778,1,0.0337,104.984,0.553,2009
564,Closer To The Edge,Thirty Seconds To Mars,0.0101,0.502,273467,0.948,0,4.49E-06,6,0.0809,1.015634167,1,0.12,139.979,0.102,2009
565,Clouds,Zach Sobiech,0.151,0.659,179627,0.64,0,0.00477,2,0.109,1.014848889,1,0.0263,96.935,0.211,2012
566,Clumsy,Fergie,0.191,0.731,240427,0.563,0,0.00042,2,0.296,1.015542778,1,0.131,184.009,0.452,2006
567,Cochise,Audioslave,0.000519,0.452,222027,0.873,0,0,9,0.0592,1.015314722,1,0.0613,80.473,0.433,2002
568,Coco,O.T. Genasis,0.00215,0.886,239574,0.628,1,1.15E-05,8,0.31,1.015014167,1,0.131,119.906,0.178,2014
569,Coffee,Miguel,0.00558,0.556,286573,0.618,1,0.000351,10,0.153,1.014591389,0,0.0463,80.985,0.121,2015
570,Cold,Crossfade,6.06E-05,0.451,194227,0.815,0,0,2,0.27,1.015125,0,0.0368,147.974,0.618,2004
571,Cold Hard Bitch,Jet,0.000219,0.458,243200,0.895,0,0.000394,2,0.106,1.015563333,1,0.0681,130.327,0.357,2003
572,Cold One,Eric Church,0.0758,0.591,205227,0.888,0,0.00403,6,0.535,1.015053611,1,0.0601,147.943,0.771,2014
573,Cold Wind Blows,Eminem,0.13,0.619,303733,0.972,1,0,11,0.782,1.016523056,1,0.416,169.04,0.584,2010
574,Colder Weather,Zac Brown Band,0.455,0.667,273893,0.381,0,0,3,0.116,1.014585,1,0.0294,135.975,0.199,2010
575,Collide,Howie Day,0.222,0.636,249120,0.625,0,5.35E-05,11,0.119,1.014473611,1,0.0277,93.931,0.342,2003
576,Come A Little Closer,Dierks Bentley,0.0644,0.579,281973,0.57,0,0.00636,5,0.105,1.015036389,1,0.0227,80.028,0.368,2005
577,Come Back Song,Darius Rucker,0.138,0.516,235147,0.745,0,0,9,0.114,1.015090556,1,0.0381,177.781,0.77,2010
578,Come Back To Earth,Mac Miller,0.89,0.272,161840,0.238,0,0.00925,2,0.275,1.013292222,0,0.0349,83.507,0.119,2018
579,Come Back To Me,David Cook,0.0101,0.476,248000,0.895,0,1.02E-06,4,0.127,1.0153175,1,0.0299,108.087,0.632,2008
580,Come Back To Me,Vanessa Hudgens,0.000836,0.65,166867,0.868,0,1.61E-05,5,0.245,1.015558889,1,0.084,87.961,0.71,2006
581,Come Clean,Hilary Duff,0.016,0.577,214560,0.892,0,6.39E-05,8,0.299,1.015244167,0,0.0675,118.096,0.454,2003
582,Come Get Her,Rae Sremmurd,0.187,0.689,212947,0.564,1,0,2,0.0721,1.014937222,1,0.136,185.023,0.123,2015
583,Come In With The Rain,Taylor Swift,0.0868,0.527,238107,0.475,0,4.34E-06,2,0.248,1.014943056,1,0.0258,143.962,0.224,2008
584,Come On Get Higher,Matt Nathanson,0.241,0.672,215173,0.623,0,0,9,0.0848,1.015083611,1,0.0297,92.018,0.617,2007
585,Come On Over,Shania Twain,0.166,0.635,174027,0.852,0,0,11,0.309,1.014871389,1,0.0516,76.498,0.966,1997
586,Come Out And Play,Billie Eilish,0.693,0.64,210376,0.321,0,0.0307,0,0.114,1.01261,1,0.0931,145.045,0.177,2018
587,Come Over,Kenny Chesney,0.1,0.466,248427,0.704,0,2.71E-05,1,0.0744,1.014675278,1,0.0353,176.043,0.481,2012
588,Come Thru,Drake,0.159,0.558,236360,0.468,1,0,3,0.586,1.015052222,1,0.173,81.977,0.405,2013
589,Come Wake Me Up,Rascal Flatts,0.255,0.454,263253,0.605,0,0,4,0.109,1.014773333,1,0.0314,155.861,0.18,2012
590,Come With Me Now,Kongos,0.0311,0.654,211960,0.726,0,6.35E-05,10,0.0618,1.015610278,0,0.0401,103.987,0.728,2014
591,Comfortable,K Camp,0.72,0.765,211573,0.412,1,0,7,0.126,1.014185556,0,0.0726,109.986,0.632,2014
592,Comin' To Your City,"Big, Rich",0.258,0.559,207133,0.944,0,0,9,0.165,1.016271667,0,0.085,99.027,0.66,2005
593,Coming Undone,Korn,0.000658,0.687,199773,0.677,0,0.000146,2,0.0564,1.015507778,1,0.0508,75.052,0.546,2005
594,Company,Justin Bieber,0.132,0.59,208120,0.797,0,0,4,0.0846,1.015305278,0,0.0614,94.948,0.425,2015
595,Complicated,Avril Lavigne,0.0572,0.585,244507,0.776,0,7.74E-06,5,0.3,1.015028333,1,0.0459,77.987,0.427,2002
596,Concrete Angel,Martina Mcbride,0.498,0.622,253000,0.392,0,0,1,0.146,1.013961944,1,0.0253,77.991,0.274,2001
597,Confession,Florida Georgia Line,0.106,0.549,190640,0.878,0,6.07E-05,1,0.176,1.015259444,1,0.0358,104.98,0.44,2014
598,Confessions Of A Dangerous Mind,Logic,0.385,0.806,283867,0.756,1,0,7,0.11,1.015529722,0,0.208,141.97,0.637,2019
599,Confessions Part Ii,Usher,0.0586,0.845,211200,0.467,0,0,1,0.0694,1.014535,1,0.138,138.007,0.702,2004
600,Confident,Demi Lovato,0.00188,0.594,205746,0.749,1,0.000139,3,0.0869,1.014930278,1,0.0677,130.064,0.344,2015
601,Consequences,Camila Cabello,0.889,0.455,178467,0.292,0,0,0,0.106,1.01478,1,0.0563,84.339,0.43,2018
602,Control,Puddle Of Mudd,0.00308,0.444,230067,0.913,1,0,6,0.38,1.015707778,1,0.0992,163.689,0.569,2001
603,Controlla,Drake,0.0785,0.6005,245227,0.468,1,0,10,0.101,1.013587917,0,0.182,92.1895,0.349,2016
604,Cool,Gwen Stefani,0.0322,0.709,189333,0.721,0,0.000309,2,0.355,1.015688889,1,0.0281,112.019,0.801,2004
605,Cool,Jonas Brothers,0.00873,0.683,167107,0.598,0,0,0,0.156,1.0151425,1,0.0423,78.969,0.62,2019
606,Cool For The Summer,Demi Lovato,0.00425,0.583,214740,0.61,1,0.000105,5,0.14,1.015100278,0,0.0382,114.06,0.336,2015
607,Cool Girl,Tove Lo,0.313,0.674,199179,0.694,1,7.17E-06,9,0.0752,1.014701111,0,0.109,101.993,0.203,2016
608,Cool Kids,Echosmith,0.0372,0.719,237627,0.671,0,8.21E-06,8,0.12,1.0149225,1,0.0336,130.027,0.786,2013
609,Cop Car,Keith Urban,0.193,0.538,256747,0.664,0,0,1,0.0918,1.014911667,1,0.0392,154.033,0.366,2013
610,Cost Of Livin',Ronnie Dunn,0.895,0.662,250480,0.29,0,0,4,0.0959,1.014473333,1,0.0349,148.393,0.283,2011
611,Cough Syrup,Young The Giant,0.0343,0.534,249520,0.721,0,6.24E-06,11,0.115,1.014636944,0,0.0417,128.978,0.225,2011
612,Could It Be,Jaheim,0.0636,0.655,224667,0.553,1,1.73E-05,9,0.126,1.014762778,0,0.0891,70.033,0.531,2001
613,Counting Stars,Onerepublic,0.0654,0.664,257840,0.705,0,0,1,0.115,1.015285556,0,0.0382,122.017,0.477,2014
614,Country Boy,Alan Jackson,0.259,0.73,246080,0.684,0,1.53E-06,9,0.111,1.013665833,1,0.0351,139.037,0.564,2008
615,Country Man,Luke Bryan,0.031,0.739,190227,0.836,0,0,4,0.494,1.015435278,1,0.0307,120.001,0.858,2007
616,Country Must Be Country Wide,Brantley Gilbert,0.0249,0.409,214827,0.765,0,6.16E-06,11,0.104,1.015084444,1,0.0412,83.093,0.5,2010
617,Country Song,Seether,0.00115,0.63,229720,0.86,0,1.19E-06,0,0.231,1.0149675,1,0.0327,95.978,0.911,2011
618,Cowboy,Kid Rock,0.085,0.608,257867,0.897,1,0,1,0.108,1.015855278,1,0.291,166.652,0.868,1998
619,Cowboy Casanova,Carrie Underwood,0.0328,0.597,236787,0.82,0,0,5,0.119,1.015964167,1,0.0582,119.969,0.576,2009
620,Cowboys And Angels,Dustin Lynch,0.245,0.355,227720,0.55,0,3.20E-05,10,0.0979,1.015063333,1,0.0285,73.842,0.26,2012
621,Cowboys Like Us,George Strait,0.213,0.477,219160,0.553,0,1.31E-06,0,0.201,1.014973889,1,0.0302,128.416,0.299,2003
622,Cowgirls Don'T Cry,"Brooks, Dunn",0.0626,0.656,219813,0.668,0,2.78E-06,9,0.179,1.015208056,1,0.0303,114.905,0.617,2007
623,Cozy Little Christmas,Katy Perry,0.128,0.774,182521,0.608,0,0,7,0.0895,1.014926667,1,0.128,137.494,0.56,2018
624,Crack A Bottle,"Eminem, Dr. Dre, 50 Cent",0.0864,0.516,297520,0.874,1,0,9,0.173,1.0159525,1,0.186,169.561,0.391,2009
625,Crash,Gwen Stefani,0.0192,0.785,246613,0.929,0,0,9,0.873,1.0162125,1,0.0424,126.23,0.93,2004
626,Crash And Burn,Savage Garden,0.189,0.581,281467,0.607,0,1.60E-06,4,0.0882,1.014317222,1,0.028,102.03,0.213,1999
627,Crash And Burn,Thomas Rhett,0.0873,0.69,190733,0.781,0,2.28E-06,5,0.164,1.015249722,0,0.0305,130.02,0.841,2015
628,Crash My Party,Luke Bryan,0.0285,0.526,234760,0.816,0,0,7,0.22,1.015553056,1,0.0421,144.032,0.414,2013
629,Crawl,Chris Brown,0.0416,0.41,236253,0.743,0,0,5,0.113,1.014901111,0,0.0591,176.048,0.417,2009
630,Crawling,Linkin Park,0.0466,0.58,208960,0.702,0,3.20E-06,4,0.536,1.015120833,1,0.0337,105.076,0.299,2000
631,Crawling In The Dark,Hoobastank,0.000273,0.57,175227,0.915,0,8.48E-05,6,0.178,1.015332778,0,0.105,93.54,0.676,2001
632,Crazier,Taylor Swift,0.0631,0.452,191947,0.544,0,5.33E-06,4,0.104,1.015160278,1,0.0277,133.042,0.158,2009
633,Crazy,Gnarls Barkley,0.0172,0.835,182066,0.741,0,0.0577,8,0.0826,1.016219722,1,0.0339,111.963,0.612,2006
634,Crazy Bitch,Buckcherry,0.0172,0.609,330866.5,0.9575,1,2.10E-06,6,0.5283,1.015519306,0,0.1885,97.9775,0.381,2006
635,Crazy For This Girl,Evan And Jaron,0.0005935,0.4555,202027,0.923,0,5.08E-05,0,0.09845,1.015144583,1,0.0375,94.0175,0.4135,1999
636,Crazy Girl,Eli Young Band,0.000415,0.366,200707,0.651,0,0.00526,4,0.271,1.015599444,1,0.031,151.343,0.257,2011
637,Crazy Town,Jason Aldean,0.13,0.43,183440,0.841,0,0,6,0.0517,1.015836111,1,0.037,180.977,0.489,2009
638,Criminal,Britney Spears,0.0485,0.696,225080,0.734,0,0,7,0.183,1.015196111,1,0.0298,107.987,0.711,2011
639,Criminal,"Natti Natasha, Ozuna",0.03,0.814,232550,0.813,0,9.33E-05,2,0.255,1.015826944,0,0.0561,79.997,0.839,2017
640,Cruise,Florida Georgia Line,0.0191,0.457,208960,0.948,0,0,10,0.0536,1.015732222,1,0.0354,148,0.878,2012
641,Crush,David Archuleta,0.00836,0.57,213520,0.664,0,1.20E-05,0,0.0719,1.015356111,0,0.0322,162.084,0.487,2008
642,Crushcrushcrush,Paramore,0.000218,0.631,189373,0.793,0,5.65E-05,1,0.0976,1.015531667,0,0.0468,136.96,0.648,2007
643,Crushed Up,Future,0.0415,0.781,149949,0.597,1,0,10,0.152,1.014779444,0,0.23,158.043,0.544,2019
644,Crushin' It,Brad Paisley,0.0385,0.595,220147,0.823,0,1.35E-06,2,0.0984,1.015037778,1,0.0483,108.99,0.745,2014
645,Cry,Faith Hill,0.141,0.512,226307,0.645,0,0,8,0.0987,1.0151025,1,0.029,111.015,0.283,2002
646,Cry For You,September,0.00141,0.776,211600,0.878,0,0.000204,9,0.0574,1.015728611,1,0.0304,130.022,0.96,2007
647,Cry Me A River,Justin Timberlake,0.575,0.624,288333,0.653,0,0,8,0.104,1.014838333,0,0.176,73.884,0.565,2002
648,Crying In The Club,Camila Cabello,0.334,0.334,216391,0.617,0,0,6,0.163,1.015046111,0,0.383,85.227,0.603,2017
649,Crying Out For Me,Mario,0.196,0.509,288387,0.72,0,0,1,0.284,1.014740278,1,0.0682,130.063,0.505,2007
650,Crzy,Kehlani,0.226,0.827,191720,0.702,1,5.04E-05,6,0.158,1.014648889,1,0.267,130.02,0.694,2017
651,Cudi Montage,Kids See Ghosts,0.401,0.729,197001,0.504,1,1.44E-06,8,0.121,1.014782222,0,0.0321,110.011,0.305,2018
652,Cupid Shuffle,Cupid,0.191,0.785,231360,0.582,0,0,5,0.2,1.015311944,0,0.237,71.774,0.861,2007
653,Cyanide,Metallica,0.000119,0.313,399547,0.993,0,0.000335,11,0.303,1.016538056,0,0.0751,129.255,0.497,2008
654,Daddy Won'T Sell The Farm,Montgomery Gentry,0.011,0.708,258640,0.728,0,2.26E-05,7,0.0556,1.014711389,1,0.0298,119.881,0.704,1999
655,Damaged,Danity Kane,0.0912,0.774,244267,0.653,0,0,8,0.151,1.015233889,0,0.05,120.01,0.818,2008
656,Dance Tonight,Lucy Pearl,0.00637,0.787,221280,0.425,0,0.00169,10,0.196,1.015085556,0,0.0641,99.225,0.711,2000
657,Dance With Me,112,0.0259,0.912,231800,0.511,0,0,9,0.0442,1.014898611,1,0.203,101.628,0.611,2001
658,Dance With Me,Debelah Morgan,0.309,0.85,220107,0.674,0,0.000645,7,0.0356,1.014449722,0,0.0373,115.005,0.74,2000
659,Dance With My Father,Luther Vandross,0.525,0.739,266000,0.341,0,1.10E-06,10,0.072,1.013896944,1,0.0378,80.958,0.231,2003
660,"Dance, Dance",Fall Out Boy,0.00494,0.624666667,180658,0.961333333,0,0,11,0.069033333,1.015809907,0,0.139666667,114.459,0.488666667,2005
661,Dancing On My Own,Calum Scott,0.839,0.682,260285,0.173,0,3.26E-05,1,0.0983,1.014236389,1,0.0314,112.663,0.236,2018
662,Dancing With A Stranger,"Sam Smith, Normani",0.447,0.741,171030,0.52,0,1.97E-06,8,0.222,1.014579722,1,0.0656,102.998,0.347,2020
663,Danger,Erykah Badu,0.02,0.801,349000,0.537,0,3.71E-05,11,0.111,1.013723611,1,0.46,89.064,0.433,2003
664,Dangerous Woman,Ariana Grande,0.0529,0.664,235947,0.602,0,0,4,0.356,1.015175278,0,0.0412,134.049,0.289,2016
665,Dani California,Red Hot Chili Peppers,0.0193,0.556,282160,0.913,0,8.59E-06,0,0.346,1.016011111,1,0.0437,96.184,0.73,2006
666,Danza Kuduro,"Don Omar, Lucenzo",0.0856,0.5505,198580,0.9055,0,0,0,0.05375,1.015090417,1,0.1807,109.492,0.887,2010
667,Dare,Gorillaz,0.0226,0.76,245000,0.891,0,0.0868,11,0.298,1.015041111,0,0.0372,120.265,0.966,2005
668,Dare You To Move,Switchfoot,0.015443333,0.431666667,248173.3333,0.896,0,0.026763333,4,0.232,1.015435741,1,0.054866667,140.01,0.324,2000
669,Dark Necessities,Red Hot Chili Peppers,0.0722,0.7,302000,0.742,0,0.0199,5,0.11,1.014784167,0,0.0716,91.959,0.197,2016
670,Dark Queen,Lil Uzi Vert,0.222,0.747,173419,0.606,1,0,4,0.281,1.015198333,1,0.172,155.055,0.2,2017
671,Dark Side,Kelly Clarkson,0.0991,0.559,224507,0.86,0,0,7,0.292,1.015544444,1,0.05,118.969,0.292,2011
672,Darte Un Beso,Prince Royce,0.36,0.757,206933,0.711,0,0,1,0.121,1.015376944,0,0.0349,139.962,0.817,2013
673,Dashboard,Modest Mouse,0.00963,0.639,246173,0.903,0,7.06E-05,11,0.174,1.015274167,0,0.0371,135.938,0.96,2007
674,Daughters,John Mayer,0.843,0.6805,237933.5,0.4085,0,2.98E-05,2,0.09685,1.014503056,1,0.0273,124.9035,0.506,2003
675,Day Drinking,Little Big Town,0.103,0.591,178840,0.959,0,0,9,0.779,1.015968056,1,0.057,163.883,0.86,2014
676,Daylight,Maroon 5,0.00233,0.6595,225353.5,0.6745,0,0,2,0.207,1.015136806,1,0.02695,119.992,0.3415,2012
677,Daylight,Matt And Kim,0.102,0.57,171333,0.798,0,0.000128,9,0.178,1.0153,1,0.0323,103.303,0.671,2009
678,Days Go By,Dirty Vegas,0.0499,0.786,432147,0.853,0,0.0872,9,0.35,1.014368333,0,0.0688,126.99,0.309,2002
679,Days Go By,Keith Urban,0.06135,0.588,227081.5,0.8935,0,0,2,0.145,1.015782917,1,0.036,131.9565,0.745,2004
680,Dear Future Husband,Meghan Trainor,0.375,0.655,184227,0.782,0,0,1,0.317,1.015336389,1,0.185,79.427,0.832,2015
681,Dear John,Taylor Swift,0.166,0.589,403920,0.47,0,1.45E-06,4,0.112,1.015188889,1,0.028,119.386,0.102,2010
682,Death Of A Bachelor,Panic! At The Disco,0.0137,0.462,203507,0.538,0,0,0,0.429,1.015131389,1,0.059,139.256,0.405,2016
683,Dedicate,Lil Wayne,0.033,0.879,189909,0.662,1,0,2,0.716,1.014955,1,0.309,117.975,0.724,2018
684,Deja Vu,J. Cole,0.352,0.657,264747,0.421,1,0.000218,9,0.187,1.013506111,1,0.412,174.063,0.181,2016
685,Delicate,Taylor Swift,0.216,0.75,232253,0.404,0,0.000357,9,0.0911,1.013839444,0,0.0682,95.045,0.0499,2017
686,Dem Boyz,Boyz N Da Hood,0.00161,0.782,256800,0.63,1,0,1,0.151,1.015088056,1,0.162,78.516,0.295,2005
687,Demons,Imagine Dragons,0.19,0.505,175200,0.71,0,0.00025,3,0.329,1.015829167,1,0.0321,89.938,0.428,2012
688,Depression & Obsession,Xxxtentacion,0.585,0.769,144733,0.156,1,0.015,11,0.102,1.013694444,0,0.035,105.95,0.527,2017
689,Despacito,"Luis Fonsi, Daddy Yankee",0.198,0.655,229360,0.797,0,0,2,0.067,1.015336944,1,0.153,177.928,0.839,2019
690,Desperate Man,Eric Church,0.0716,0.711,208733,0.796,0,0.0045,10,0.262,1.015036111,1,0.0341,109.991,0.901,2018
691,Desperately,George Strait,0.383,0.667,247533,0.392,0,7.73E-06,4,0.16,1.014103333,1,0.0258,93.174,0.549,2003
692,Dessert,Dawin,0.0796,0.866,210893,0.731,0,0,6,0.0402,1.015215,1,0.0407,97.03,0.765,2015
693,Diamond In The Back,Ludacris,0.43,0.764,252840,0.622,1,0,11,0.144,1.014901389,0,0.249,161.486,0.671,2003
694,Diamonds,Rihanna,0.0012075,0.5615,225160.25,0.69975,0,0,11,0.11625,1.015222153,0,0.045225,91.97725,0.396,2012
695,Diamonds Dancing,"Drake, Future",0.125,0.51,314632,0.358,1,3.74E-05,1,0.111,1.013653611,1,0.0467,136.036,0.171,2015
696,Diana,One Direction,0.0604,0.549,184667,0.868,0,0,2,0.137,1.015466944,1,0.0614,171.96,0.755,2013
697,Dibs,Kelsea Ballerini,0.231,0.638,183947,0.733,0,0,4,0.103,1.015361111,1,0.052,87.999,0.651,2015
698,Did It For The Girl,Greg Bates,0.0183,0.658,191293,0.728,0,6.26E-06,5,0.306,1.015301111,1,0.0237,101.969,0.682,2012
