,Name,Artist,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,year
3315,Uma Thurman,Fall Out Boy,0.10300000000000005,0.6229999999999998,211573.0,0.9619999999999999,0,0.000174,4.0,0.2640000000000002,0.9564,0,0.08949999999999998,149.96300000000008,0.6759999999999998,2015
3316,Umma Do Me,Rocko,0.08330000000000001,0.475,230547.0,0.6050000000000001,1,0.0,2.0,0.26699999999999996,0.9150666666666667,1,0.21500000000000002,137.074,0.291,2008
3317,Unappreciated,Cherish,0.0888,0.7349999999999999,235333.0,0.521,0,0.0,7.0,0.06499999999999997,0.8884000000000001,0,0.08759999999999997,77.01,0.37399999999999994,2006
3318,Unconditionally,Katy Perry,0.002695000000000001,0.41450000000000015,228879.0,0.7249999999999998,0,0.0,7.0,0.2080000000000001,0.9189666666666667,1,0.043050000000000005,128.8815,0.3555000000000001,2013
3319,Undecided,Chris Brown,0.2919999999999999,0.40700000000000003,185000.0,0.612,1,0.0,5.0,0.19799999999999998,0.9268833333333333,0,0.129,96.943,0.4879999999999998,2019
3320,Under,Pleasure P,0.202,0.6749999999999999,231160.0,0.6779999999999999,0,1.4899999999999997e-06,5.0,0.14400000000000004,0.8808166666666667,0,0.0625,119.98600000000002,0.4740000000000001,2009
3321,Under And Over It,Five Finger Death Punch,1.4099999999999999e-05,0.473,218133.0,0.996,1,0.0,11.0,0.26,0.94955,0,0.17300000000000001,76.006,0.0952,2007
3322,Under Pressure,"Queen, David Bowie",0.39399999999999996,0.659,245507.0,0.545,0,0.0,2.0,0.0859,0.7872,1,0.0514,113.458,0.406,1982
3323,Underneath The Tree,Kelly Clarkson,0.00128,0.509,229640.0,0.812,0,1.99e-05,8.0,0.214,0.90935,1,0.0537,159.878,0.6890000000000001,2013
3324,Underneath Your Clothes,Shakira,0.6859999999999999,0.6159999999999999,224067.0,0.5969999999999998,0,0.0,8.0,0.10400000000000005,0.9112,1,0.041499999999999995,165.50799999999995,0.36200000000000004,2001
3325,Undo It,Carrie Underwood,0.11000000000000003,0.47600000000000015,177253.0,0.8400000000000001,0,0.0,2.0,0.04600000000000001,0.96235,1,0.05800000000000003,156.25399999999996,0.6479999999999999,2009
3326,Undrunk,Fletcher,0.48899999999999993,0.442,183428.0,0.5789999999999998,1,1.04e-06,5.0,0.126,0.8919333333333334,1,0.145,83.336,0.5460000000000002,2019
3327,Unfaithful,Rihanna,0.8390000000000003,0.5879999999999997,226973.0,0.391,0,0.0,0.0,0.22699999999999995,0.8565499999999999,0,0.03339999999999999,144.069,0.3490000000000001,2006
3328,Unforgettable,Thomas Rhett,0.0303,0.6609999999999998,157326.5,0.75,0,0.000132,7.0,0.08475000000000003,0.9083833333333333,1,0.03139999999999999,130.07700000000006,0.8279999999999997,2017
3329,Unica,Ozuna,0.212,0.653,218387.0,0.8590000000000001,0,0.0,0.0,0.111,0.9492,1,0.0449,174.03799999999998,0.706,2018
3330,Unpretty,Tlc,0.0015200000000000003,0.6479999999999998,278067.0,0.622,0,5.9699999999999994e-05,7.0,0.109,0.89895,1,0.04279999999999997,88.68400000000003,0.5099999999999999,1999
3331,Unsteady,X Ambassadors,0.17799999999999996,0.3889999999999998,193547.0,0.6649999999999995,0,0.000732,0.0,0.11600000000000008,0.8971833333333332,1,0.0644,117.05499999999995,0.1989999999999999,2015
3332,Unstoppable,Rascal Flatts,0.07380000000000002,0.473,227720.0,0.7989999999999999,0,0.0,3.0,0.121,0.9200333333333333,1,0.0483,155.89199999999997,0.5060000000000001,2009
3333,Untouchable,Taylor Swift,0.0583,0.419,311040.0,0.45399999999999996,0,3.78e-06,5.0,0.0974,0.8865166666666666,1,0.0335,200.017,0.28800000000000003,2008
3334,Untouchable,Youngboy Never Broke Again,0.06004999999999999,0.774,180706.0,0.787,1,8.95e-07,1.0,0.126,0.9155833333333333,1,0.1885,84.9865,0.414,2017
3335,Untouched,The Veronicas,0.017000000000000008,0.5570000000000002,254860.0,0.8000000000000002,0,0.019349999999999996,6.0,0.14500000000000002,0.9282166666666667,0,0.23599999999999985,177.00449999999998,0.4749999999999998,2007
3336,Unwell,Matchbox Twenty,0.02980000000000003,0.25600000000000017,228707.0,0.7879999999999994,0,0.0,6.0,0.7070000000000005,0.9122833333333333,0,0.04030000000000001,80.71799999999993,0.4289999999999997,2002
3337,Unwritten,Natasha Bedingfield,0.005769999999999998,0.7059999999999996,259333.0,0.8009999999999994,0,0.0,5.0,0.08219999999999994,0.89445,1,0.03990000000000003,100.01299999999995,0.6299999999999999,2004
3338,Up All Night,Jon Pardi,0.18500000000000003,0.5489999999999997,209640.0,0.7129999999999999,0,0.0,9.0,0.11200000000000003,0.91775,1,0.030600000000000002,162.989,0.463,2014
3339,Up!,Shania Twain,0.08689999999999999,0.6180000000000001,172907.0,0.7480000000000001,0,0.0,0.0,0.6470000000000001,0.93115,1,0.0373,125.94000000000003,0.5839999999999999,2002
3340,Uprising,Muse,0.00020199999999999998,0.6020000000000001,304840.0,0.9049999999999999,0,0.06400000000000003,2.0,0.11699999999999999,0.9325666666666667,1,0.07749999999999997,128.01900000000006,0.41099999999999987,2009
3341,Upside Down,Jack Johnson,0.24650000000000008,0.7895000000000002,209100.0,0.6509999999999999,0,0.00019700000000000007,5.0,0.13499999999999995,0.861225,1,0.044050000000000006,102.481,0.6720000000000002,2006
3342,Use Somebody,Kings Of Leon,0.005520000000000003,0.27599999999999986,230760.0,0.7150000000000006,0,0.0004170000000000004,0.0,0.20100000000000004,0.9107333333333334,1,0.04319999999999999,137.02800000000008,0.17300000000000001,2008
3343,Used To Love U,John Legend,0.0347,0.6609999999999998,210867.0,0.7959999999999999,0,0.0,7.0,0.39599999999999996,0.9204,1,0.08330000000000001,87.98199999999999,0.657,2005
3344,Used To Love You Sober,Kane Brown,0.0405,0.525,181680.0,0.674,0,0.0,1.0,0.33899999999999997,0.8991166666666667,1,0.0282,147.97799999999998,0.431,2016
3345,V. 3005,Childish Gambino,0.11900000000000004,0.676,234215.0,0.4459999999999999,0,0.0,6.0,0.11200000000000006,0.8807833333333333,0,0.32899999999999985,82.91200000000002,0.6549999999999999,2013
3346,Va Va Voom,Nicki Minaj,0.0625,0.6479999999999999,183560.0,0.8360000000000001,1,0.009950000000000006,8.0,0.202,0.9434333333333333,1,0.0316,126.88899999999998,0.705,2012
