,Name,Artist,Week,Weekly.rank,Genre,Date,acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,year,Weeks.on.chart,Peak.position
69,Clocks,Coldplay,2003-06-03,37,"Adult Alternative,Adult Contemporary,Piano,British Rock,Pop-Rock,UK,Alternative,Alternative Rock,Rock","August 26, 2002",0.599,0.5770000000000001,307880.0,0.7490000000000001,0,0.0115,5.0,0.183,0.87975,0,129,0.0279,130.97,0.255,2002,20.5,29.0
70,Clocks,Coldplay,2003-06-10,33,"Adult Alternative,Adult Contemporary,Piano,British Rock,Pop-Rock,UK,Alternative,Alternative Rock,Rock","August 26, 2002",0.599,0.5770000000000001,307880.0,0.7490000000000001,0,0.0115,5.0,0.183,0.87975,0,129,0.0279,130.97,0.255,2002,21.0,29.0
71,Clocks,Coldplay,2003-06-17,34,"Adult Alternative,Adult Contemporary,Piano,British Rock,Pop-Rock,UK,Alternative,Alternative Rock,Rock","August 26, 2002",0.599,0.5770000000000001,307880.0,0.7490000000000001,0,0.0115,5.0,0.183,0.87975,0,129,0.0279,130.97,0.255,2002,21.5,29.0
72,Clocks,Coldplay,2003-06-24,50,"Adult Alternative,Adult Contemporary,Piano,British Rock,Pop-Rock,UK,Alternative,Alternative Rock,Rock","August 26, 2002",0.599,0.5770000000000001,307880.0,0.7490000000000001,0,0.0115,5.0,0.183,0.87975,0,129,0.0279,130.97,0.255,2002,22.0,29.0
74,Crazy,Gnarls Barkley,2006-05-24,54,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,13.0,28.0
75,Crazy,Gnarls Barkley,2006-05-31,38,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,13.5,20.0
76,Crazy,Gnarls Barkley,2006-06-07,35,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,14.0,18.5
77,Crazy,Gnarls Barkley,2006-06-14,26,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,14.5,14.0
78,Crazy,Gnarls Barkley,2006-06-21,15,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,15.0,8.5
79,Crazy,Gnarls Barkley,2006-06-28,6,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,15.5,4.0
80,Crazy,Gnarls Barkley,2006-07-05,5,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,16.0,3.5
81,Crazy,Gnarls Barkley,2006-07-12,3,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,16.5,2.5
82,Crazy,Gnarls Barkley,2006-07-19,2,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,17.0,2.0
83,Crazy,Gnarls Barkley,2006-07-26,2,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,17.5,2.0
84,Crazy,Gnarls Barkley,2006-08-02,2,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,18.0,2.0
85,Crazy,Gnarls Barkley,2006-08-09,2,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,18.5,2.0
86,Crazy,Gnarls Barkley,2006-08-23,2,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,19.5,2.0
87,Crazy,Gnarls Barkley,2006-08-30,2,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,20.0,2.0
88,Crazy,Gnarls Barkley,2006-09-06,4,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,20.5,2.0
89,Crazy,Gnarls Barkley,2006-09-13,3,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,21.0,2.0
90,Crazy,Gnarls Barkley,2006-09-20,4,"Alternative Pop,Alternative R&;B,Adult Alternative,Alternative Rock,Adult Contemporary,Electronic,Neo Soul,Soul,Soul Pop,Pop,R&;B,Rock","April 4, 2006",0.0172,0.835,182066.0,0.741,0,0.0577,8.0,0.0826,0.9731833333333333,1,72,0.0339,111.963,0.612,2006,21.5,2.0
