,Name,Artist,Weeks.on.chart,Peak.position
2872,Springsteen,Eric Church,22,19
2873,Stacy'S Mom,Fountains Of Wayne,17,21
2874,Stand,Rascal Flatts,20,46
2875,Stand By You,Rachel Platten,20,37
2876,Standing Still,Jewel,20,25
2877,Stanky Legg,Gs Boyz,14,49
2878,Star Of The Show,Thomas Rhett,19,45
2880,Stars Are Blind,Paris Hilton,12,18
2881,Starships,Nicki Minaj,31,5
2883,Starstrukk,3Oh!3,12,66
2884,Start All Over,Miley Cyrus,3,68
2885,Started From The Bottom,Drake,22,6
2886,Startin' With Me,Jake Owen,9,83
2888,Stay,Florida Georgia Line,20,28
2890,Stay,Post Malone,4,17
2891,Stay,Sugarland,20,32
2892,Stay,"Zedd, Alessia Cara",31,7
2893,Stay A Little Longer,Brothers Osborne,20,46
2895,Stay With Me,Sam Smith,54,2
2896,Stays In Mexico,Toby Keith,15,51
2897,"Steady, As She Goes",The Raconteurs,20,54
2898,Steal My Girl,One Direction,18,13
2899,Steal My Sunshine,Len,25,9
2900,Stealing Cinderella,Chuck Wicks,20,56
2901,Step In The Name Of Love,R. Kelly,27,9
2903,Stereo Love,"Edward Maya, Vika Jigulina",28,16
2904,Steve Mcqueen,Sheryl Crow,5,88
2905,Stick Talk,Future,2,91
2906,Stickwitu,The Pussycat Dolls,26,5
2907,Still Fly,Big Tymers,24,11
2908,Still Frame,Trapt,20,69
2909,Still Here,Drake,10,40
2910,Still In Love,Teena Marie,20,70
2911,Still Into You,Paramore,20,24
2912,Stingy,Ginuwine,20,33
2913,Stir Fry,Migos,21,8
2914,Stitches,Shawn Mendes,52,4
2916,Stole,Kelly Rowland,20,27
2917,Stolen,Dashboard Confessional,12,44
2918,Stolen Dance,Milky Chance,25,39
2919,Stoner,Young Thug,15,47
2920,Stop And Stare,Onerepublic,31,12
2921,Storm Warning,Hunter Hayes,12,78
2922,Story Of My Life,One Direction,32,6
2923,Straight Out Of Line,Godsmack,8,73
2924,Straight To The Bank,50 Cent,3,32
2925,Stranger In My House,Tamia,21,10
2927,Streetcorner Symphony,Rob Thomas,20,64
2928,Stressed Out,Twenty One Pilots,52,2
2929,Stricken,Disturbed,3,95
2930,Strip It Down,Luke Bryan,20,30
2932,Strong Enough,Cher,12,57
2933,Stronger,Britney Spears,15,11
2934,Stronger,Kanye West,27,1
2935,Stubborn Love,The Lumineers,15,70
2936,Stuck,Stacie Orrico,11,52
2937,Stuck In A Moment You Can'T Get Out Of,U2,20,52
2938,Stuck Like Glue,Sugarland,24,17
2939,Stupid Boy,Keith Urban,20,43
2940,Stupid Girl,Cold,20,87
2941,Stupid Girls,P!Nk,16,13
2942,Stupid Hoe,Nicki Minaj,5,59
2943,Style,Taylor Swift,32,6
2944,Sucker,Jonas Brothers,17,1
2945,Suddenly I See,Kt Tunstall,30,21
2946,Suds In The Bucket,Sara Evans,20,33
2947,Suffocate,J. Holiday,24,18
2948,Sugar,Maroon 5,42,2
2950,Suge,Dababy,13,7
2951,Summer,Calvin Harris,26,7
2952,Summer Games,Drake,2,28
2953,Summer Girls,Lfo,17,3
2954,Summer Nights,Lil Rob,14,36
2955,Summer Nights,Rascal Flatts,18,37
2956,Summer Rain,Carl Thomas,11,80
2957,Summer Sixteen,Drake,14,6
2958,Summertime,Kenny Chesney,20,34
2959,Summertime,New Kids On The Block,13,36
2960,Summertime Magic,Childish Gambino,5,44
2961,Sun Daze,Florida Georgia Line,20,44
2962,Sunday Morning,Maroon 5,20,31
2963,Sunny And 75,Joe Nichols,20,39
2964,"Sunrise, Sunburn, Sunset",Luke Bryan,16,35
2965,Sunshine,Coko,12,70
2966,Superheroes,The Script,9,73
2970,Superwoman,Alicia Keys,7,82
2971,Sure Be Cool If You Did,Blake Shelton,20,24
2972,Sure Thing,Miguel,23,36
2973,Survival,Drake,2,17
2974,Survival,Eminem,14,16
2976,Swang,Rae Sremmurd,26,26
2977,Sweater Weather,The Neighbourhood,37,14
2978,Sweet Annie,Zac Brown Band,17,47
2979,Sweet But Psycho,Ava Max,28,10
2982,Sweet Southern Comfort,Buddy Jewell,20,40
2983,Sweet Thing,Keith Urban,20,30
2985,Sweetness,Jimmy Eat World,14,75
2986,Swing,Savage,20,45
2987,Swing,Trace Adkins,10,76
2988,Switch,Will Smith,28,7
2991,Take A Back Road,Rodney Atkins,23,23
2992,Take A Bow,Rihanna,27,1
2993,Take A Little Ride,Jason Aldean,20,12
2994,Take A Picture,Filter,20,12
2995,Take A Walk,Passion Pit,22,84
2996,Take Back The Night,Justin Timberlake,13,29
2997,Take It From Me,Jordan Davis,13,46
2998,Take Me As I Am,Mary J. Blige,17,58
2999,Take Me Out,Franz Ferdinand,19,66
3000,Take Me There,Rascal Flatts,20,19
3001,Take Me To Church,Hozier,41,2
3002,Take My Breath Away,Jessica Simpson,16,20
3003,Take You Down,Chris Brown,20,43
3004,Take You There,Sean Kingston,25,7
3005,Take Your Time,Sam Hunt,32,20
3006,Takin' Shots,Post Malone,3,29
3007,Taking A Walk,Trippie Redd,3,46
3008,Taking You Home,Don Henley,20,58
3009,Tal Vez,Ricky Martin,8,74
3010,Talk,Coldplay,6,86
3011,Talk You Out Of It,Florida Georgia Line,19,73
3012,Talking Body,Tove Lo,30,12
3013,Talladega,Eric Church,20,43
3014,Tambourine,Eve,17,37
3015,Tattoo,Jordin Sparks,31,8
3016,Tattoos On This Town,Jason Aldean,20,38
3017,Te Quiero,Flex,17,86
3018,Teach Me How To Dougie,Cali Swag District,20,28
3019,Team,Iggy Azalea,8,42
3020,Team,Lorde,38,6
3021,Tear In My Heart,Twenty One Pilots,8,82
3022,Teenage Dream,Katy Perry,33,1
3023,Teenage Fever,Drake,4,35
3024,Teenage Love Affair,Alicia Keys,16,54
3025,Teenagers,My Chemical Romance,20,67
3026,Tell Me Baby,Red Hot Chili Peppers,19,50
3027,Tell Me You Love Me,Demi Lovato,20,53
3028,Tell Your Friends,The Weeknd,3,54
3029,Temperature,Sean Paul,31,1
3030,Tempo,Chris Brown,4,88
3032,Temporary Home,Carrie Underwood,20,41
3033,Tempted To Touch,Rupee,20,39
3035,Tennessee Whiskey,Chris Stapleton,6,20
3036,Tennis Court,Lorde,18,71
3037,Tequila,Dan + Shay,50,21
3038,Tequila Makes Her Clothes Fall Off,Joe Nichols,19,32
3040,"Thank U, Next",Ariana Grande,28,1
3041,Thank You,Dido,39,3
3042,Thank You For Loving Me,Bon Jovi,10,57
3043,Thank You In Advance,Boyz Ii Men,4,80
3044,That Don'T Impress Me Much,Shania Twain,28,7
3045,That Don'T Sound Like You,Lee Brice,11,64
3046,That Girl,Marques Houston,7,63
3048,That'D Be Alright,Alan Jackson,20,29
3049,That'S A Rack,Lil Uzi Vert,5,76
3050,That'S How Country Boys Roll,Billy Currington,20,57
3051,That'S My Girl,Fifth Harmony,3,73
3052,That'S My Kind Of Night,Luke Bryan,21,15
3053,That'S Not My Name,The Ting Tings,26,39
3054,That'S On Me,Yella Beezy,20,56
3055,That'S The Way,Jo Dee Messina,20,25
3056,That'S What I Like,Bruno Mars,52,1
3057,That'S What I Love About Sunday,Craig Morgan,20,51
3058,That'S What You Get,Paramore,17,66
3059,That'S When I Love You,Phil Vassar,20,37
3060,The A Team,Ed Sheeran,33,16
3061,The Adventure,"Angels, Airwaves",14,55
3062,The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,17,38
3063,The Anthem,Good Charlotte,11,43
3064,The Baby,Blake Shelton,20,28
3065,The Bad Touch,Bloodhound Gang,12,52
3067,The Best Day,George Strait,20,31
3068,The Best Man I Can Be,"Ginuwine, R.L., Tyrese, Case",12,77
3070,The Boys Of Summer,The Ataris,18,20
3071,The Call,Backstreet Boys,6,52
3073,The Catalyst,Linkin Park,10,27
3074,The Cave,"Mumford, Sons",20,27
3075,The Champ,Nelly,3,61
3076,The Chemicals Between Us,Bush,20,67
3077,The Christmas Shoes,Newsong,2,42
3078,The Climb,Miley Cyrus,28,4
3079,The Cowboy In Me,Tim Mcgraw,20,33
3081,The Cure,Lady Gaga,14,39
3082,The Day That Never Comes,Metallica,10,31
3083,The Day The World Went Away,Nine Inch Nails,5,17
3085,The Diary Of Jane,Breaking Benjamin,20,50
3086,The Dolphin'S Cry,Live,10,78
3087,The Edge Of Glory,Lady Gaga,24,3
3089,The Fear,Lily Allen,10,80
3090,The First Cut Is The Deepest,Sheryl Crow,36,14
3091,The Fixer,Pearl Jam,7,56
3094,The Git Up,Blanco Brown,3,29
3095,The Good Stuff,Kenny Chesney,20,22
3096,The Great Beyond,R.E.M.,14,57
3097,The Great Escape,Boys Like Girls,25,23
3098,The Greatest,Sia,23,18
3099,The Hand That Feeds,Nine Inch Nails,20,31
3100,The Heart Of Dixie,Danielle Bradbery,13,58
3101,The Heart Wants What It Wants,Selena Gomez,20,6
3102,The Hills,The Weeknd,48,1
3103,The House That Built Me,Miranda Lambert,20,28
3104,The Impossible,Joe Nichols,21,29
3105,The Kill,Thirty Seconds To Mars,20,65
3106,The Language,Drake,20,51
3107,The Lazy Song,Bruno Mars,27,4
3108,The Light,Common,19,44
3109,The Long Way,Brett Eldredge,12,65
3110,The Man,Aloe Blacc,20,8
3111,The Man I Want To Be,Chris Young,20,48
3112,The Man Who Can'T Be Moved,The Script,6,86
3113,The Middle,Jimmy Eat World,33,5
3114,The Middle,"Zedd, Maren Morris, Grey",40,5
3116,The Night Is Still Young,Nicki Minaj,17,31
3117,The One,Backstreet Boys,15,30
3118,The One,Gary Allan,20,37
3119,The One That Got Away,Jake Owen,20,51
3120,The One That Got Away,Katy Perry,24,3
3121,The Only Difference Between Martyrdom And Suicide Is Press Coverage,Panic! At The Disco,8,77
3122,The Only Exception,Paramore,20,24
3123,The Other Side,Jason Derulo,21,18
3124,The Other Side Of The Door,Taylor Swift,2,23
3125,The Outsider,A Perfect Circle,5,79
3126,The Outsiders,Eric Church,7,51
3127,The Party'S Just Begun,The Cheetah Girls,2,85
3129,The Pretender,Foo Fighters,20,37
3131,The Real Slim Shady,Eminem,19,4
3132,The Reason,Hoobastank,38,2
3133,The Red,Chevelle,20,56
3135,The Riddle,Five For Fighting,18,40
3136,The Ringer,Eminem,4,8
3137,The Rising,Bruce Springsteen,11,52
3138,The River,Good Charlotte,6,39
3139,The Rockafeller Skank,Fatboy Slim,27,76
3140,The Saints Are Coming,"U2, Green Day",9,51
3142,The Seashores Of Old Mexico,George Strait,7,85
3143,The Secret Of Life,Faith Hill,18,46
3144,The Show Goes On,Lupe Fiasco,33,9
3145,The Sound Of Silence,Disturbed,20,42
3146,The Space Between,Dave Matthews Band,23,22
3149,The Story Of Us,Taylor Swift,12,41
3150,The Time Of My Life,David Cook,20,3
3151,The Trouble With Girls,Scotty Mccreery,18,55
3152,The Truth,Jason Aldean,20,40
3153,The Voice Within,Christina Aguilera,16,33
3154,The Walker,Fitz And The Tantrums,12,67
3155,The Way,Jill Scott,20,60
3156,The Way I Am,Charlie Puth,7,61
3157,The Way I Am,Eminem,10,58
3158,The Way I Am,Ingrid Michaelson,20,37
3160,The Way That I Love You,Ashanti,18,37
3161,The Way You Love Me,Faith Hill,56,6
3162,The Weekend,Brantley Gilbert,20,64
3163,The Widow,The Mars Volta,2,95
3164,The Wind,Zac Brown Band,11,70
3165,The Woman With You,Kenny Chesney,17,33
3166,The World,Brad Paisley,20,45
3167,The Zephyr Song,Red Hot Chili Peppers,14,49
3168,Then,Brad Paisley,20,28
3169,Then The Morning Comes,Smash Mouth,26,11
3171,There Goes My Baby,Charlie Wilson,2,98
3172,There Goes My Baby,Usher,25,25
3173,There Goes My Life,Kenny Chesney,20,29
3174,There She Goes,Babyface,15,31
3175,There She Goes,Sixpence None The Richer,20,32
3176,There Was This Girl,Riley Green,8,70
3177,There You Go,P!Nk,32,7
3178,There'S Nothing Holdin' Me Back,Shawn Mendes,34,6
3179,These Are My People,Rodney Atkins,20,42
3180,These Days,Rascal Flatts,20,23
3181,These Words,Natasha Bedingfield,20,17
3182,They Don'T Know,Jason Aldean,12,67
3183,Think A Little Less,Michael Ray,16,54
3184,Thinkin Bout You,Frank Ocean,28,32
3185,Thinking About You,Norah Jones,2,82
3186,Thinking Of You,Katy Perry,15,29
3187,Thinking Out Loud,Ed Sheeran,58,2
3188,This,Darius Rucker,20,51
3189,This Afternoon,Nickelback,20,34
3190,"This Ain'T A Scene, It'S An Arms Race",Fall Out Boy,20,2
3191,This Ain'T Nothin',Craig Morgan,13,83
3192,This Christmas,Chris Brown,5,62
3193,This Could Be Us,Rae Sremmurd,20,49
3194,This Everyday Love,Rascal Flatts,14,56
3195,This Is America,Childish Gambino,17,1
3196,This Is Country Music,Brad Paisley,15,58
3198,This Is How A Heart Breaks,Rob Thomas,20,52
3199,This Is How We Do,Big Tymers,3,97
3200,This Is How We Do,Katy Perry,18,24
3201,This Is It,Scotty Mccreery,20,42
3202,This Is Me,"Demi Lovato, Joe Jonas",7,9
3203,This Is Me,Dream,20,39
3204,This Is My Now,Jordin Sparks,4,15
3206,This Is Why I'M Hot,Mims,23,1
3207,This Love,Maroon 5,43,5
3208,This Ole Boy,Craig Morgan,9,87
3209,This One'S For The Girls,Martina Mcbride,20,39
3210,This Town,Niall Horan,22,20
3211,This Way,Dilated Peoples,5,78
3212,This Woman Needs,Shedaisy,9,57
3213,This Woman'S Work,Maxwell,15,58
3214,Thnks Fr Th Mmrs,Fall Out Boy,28,11
3215,Thoia Thoing,R. Kelly,20,13
3216,Thong Song,Sisqo,28,3
3217,Thotiana,Blueface,20,8
3218,Three Wooden Crosses,Randy Travis,20,31
3219,Thriller,Michael Jackson,18,4
3220,Through Glass,Stone Sour,26,39
3221,Through The Fire And Flames,Dragonforce,5,86
3222,Through The Rain,Mariah Carey,9,81
3223,Through The Wire,Kanye West,21,15
3224,Thru Your Phone,Cardi B,3,50
3225,Thunder,Boys Like Girls,13,76
3226,Thunder,Imagine Dragons,52,4
3227,Ticks,Brad Paisley,20,40
3228,Tighten Up,The Black Keys,4,87
3229,Tiimmy Turner,Desiigner,20,34
3230,Til It'S Gone,Kenny Chesney,14,60
3231,Til My Last Day,Justin Moore,20,51
3232,Tim Mcgraw,Taylor Swift,20,40
3233,Time Is Love,Josh Turner,25,44
3234,Times Like These,Foo Fighters,20,65
3235,Tip It On Back,Dierks Bentley,16,66
3236,Today Was A Fairytale,Taylor Swift,18,2
3237,Toes,Zac Brown Band,20,25
3238,Tomorrow,Chris Young,21,36
3239,Tongue Tied,Grouplove,20,42
3240,Tonight,Jonas Brothers,4,8
3241,Tonight I Wanna Cry,Keith Urban,20,36
3242,Tonight Looks Good On You,Jason Aldean,18,46
3243,Tonight Tonight,Hot Chelle Rae,30,7
3244,Too Bad,Nickelback,20,42
3245,Too Close,Alex Clare,44,7
3246,Too Good At Goodbyes,Sam Smith,24,4
3247,Too Much To Ask,Niall Horan,12,66
3248,Toot It And Boot It,Yg,11,67
3249,Toothbrush,Dnce,10,44
3250,Top Back,T.I.,20,29
3251,Topanga,Trippie Redd,5,52
3252,Torn,Letoya,20,31
3253,Tornado,Little Big Town,20,51
3254,Touch,Omarion,3,94
3255,Touch It,Busta Rhymes,23,16
3256,Touch My Body,Mariah Carey,20,1
3257,Tough Little Boys,Gary Allan,20,32
3258,Toxic,Britney Spears,20,9
3260,Toxicity,System Of A Down,13,70
3261,Trading Places,Usher,17,45
3262,Trailerhood,Toby Keith,4,97
3263,Trampoline,Shaed,4,77
3264,Transportin',Kodak Black,16,46
3265,Trap Queen,Fetty Wap,52,2
3267,Treasure,Bruno Mars,23,5
3268,Treat Her Like A Lady,Joe,17,63
3269,Treat You Better,Shawn Mendes,39,6
3270,Trip,Ella Mai,27,11
3271,Troubadour,George Strait,15,54
3272,Trouble,P!Nk,4,68
3273,Truck Yeah,Tim Mcgraw,16,57
3274,TRUE,Ryan Cabrera,20,18
3275,True Colors,The Weeknd,2,48
3277,Trumpets,Jason Derulo,32,14
3278,Truth Hurts,Lizzo,8,11
3279,Truth Is,Fantasia,20,21
3280,Try,Colbie Caillat,20,55
3281,Try,P!Nk,24,9
3282,Try Everything,Shakira,9,63
3283,Try It On My Own,Whitney Houston,12,84
3284,Try Me,Dej Loaf,20,45
3285,Try Me,The Weeknd,2,26
3286,Try Sleeping With A Broken Heart,Alicia Keys,20,27
3287,Ttylxox,Bella Thorne,2,97
3288,Tunnel Vision,Kodak Black,20,6
3289,Turn Down For What,"Dj Snake, Lil Jon",37,4
3290,Turn Me On,Kevin Lyttle,25,4
3291,Turn Off The Light,Nelly Furtado,25,5
3292,Turn On The Lights,Future,20,50
3293,Turn Up The Music,Chris Brown,20,10
3294,Turning Tables,Adele,3,63
3296,Twisted Transistor,Korn,11,64
3297,Two Black Cadillacs,Carrie Underwood,20,41
3298,Two People Fell In Love,Brad Paisley,18,51
3299,Type Of Way,Rich Homie Quan,20,50
3300,U Don'T Have To Call,Usher,26,3
3301,U Don'T Know Me,T.I.,20,23
3302,U Got It Bad,Usher,32,1
3303,U Guessed It,Og Maco,4,90
3304,U Know What'S Up,Donell Jones,24,7
3305,U Remind Me,Usher,24,1
3306,U Should'Ve Known Better,Monica,20,19
3307,U Smile,Justin Bieber,4,27
3308,U Understand,Juvenile,6,83
3309,U With Me?,Drake,4,44
3310,Uber Everywhere,Madeintyo,20,51
3311,Ugly,Bubba Sparxxx,20,15
3312,Uh Huh,B2K,22,37
3313,Ultralight Beam,Kanye West,2,67
3315,Uma Thurman,Fall Out Boy,27,22
3316,Umma Do Me,Rocko,11,66
3317,Unappreciated,Cherish,17,41
3318,Unconditionally,Katy Perry,20,14
3319,Undecided,Chris Brown,12,35
3320,Under,Pleasure P,10,78
3322,Under Pressure,"Queen, David Bowie",16,29
3323,Underneath The Tree,Kelly Clarkson,4,44
3324,Underneath Your Clothes,Shakira,20,9
3325,Undo It,Carrie Underwood,20,23
3326,Undrunk,Fletcher,6,61
3327,Unfaithful,Rihanna,20,6
3328,Unforgettable,Thomas Rhett,20,47
3330,Unpretty,Tlc,32,1
3331,Unsteady,X Ambassadors,34,20
3332,Unstoppable,Rascal Flatts,18,52
3333,Untouchable,Taylor Swift,2,19
3334,Untouchable,Youngboy Never Broke Again,2,95
3335,Untouched,The Veronicas,20,17
3336,Unwell,Matchbox Twenty,54,5
3337,Unwritten,Natasha Bedingfield,42,5
3338,Up All Night,Jon Pardi,13,56
3339,Up!,Shania Twain,10,63
3340,Uprising,Muse,20,37
3341,Upside Down,Jack Johnson,20,38
3342,Use Somebody,Kings Of Leon,57,4
3343,Used To Love U,John Legend,13,74
3345,V. 3005,Childish Gambino,20,64
3346,Va Va Voom,Nicki Minaj,20,22
3347,Vaina Loca,"Ozuna, Manuel Turizo",2,94
3348,Valuable Pain,Youngboy Never Broke Again,2,87
3349,Vanilla Twilight,Owl City,5,72
3350,Vans,The Pack,3,58
3353,Versace On The Floor,Bruno Mars,14,33
3355,Vertigo,U2,20,31
3356,Vice,Miranda Lambert,19,47
3357,Victorious,Panic! At The Disco,4,89
3358,Video,India.Arie,31,47
3360,Ville Mentality,J. Cole,2,24
3361,Violent Crimes,Kanye West,2,27
3362,Violet Hill,Coldplay,10,40
3363,Viva La Vida,Coldplay,51,1
3364,Vivir Mi Vida,Marc Anthony,5,92
3365,Voices,Chris Young,20,53
3367,Wagon Wheel,Darius Rucker,26,15
3368,Wait,Maroon 5,24,24
3369,Wait For You,Elliott Yamin,30,13
3370,Waitin' On A Woman,Brad Paisley,20,44
3371,Waiting For Superman,Daughtry,17,66
3372,Waiting For The End,Linkin Park,23,42
3373,Waiting For Tonight,Jennifer Lopez,20,8
3374,Waiting On The World To Change,John Mayer,40,14
3375,Wake Me Up When September Ends,Green Day,27,6
3376,Wake Up,Fetty Wap,13,50
3377,Wake Up,Hilary Duff,6,29
3378,Wake Up Call,Maroon 5,22,19
3379,Wake Up In The Sky,"Gucci Mane, Bruno Mars, Kodak Black",26,11
3380,Wake Up Lovin' You,Craig Morgan,2,99
3381,Waking Up In Vegas,Katy Perry,23,9
3382,Walk,Foo Fighters,13,83
3383,Walk A Little Straighter,Billy Currington,15,67
3384,Walk Away,Kelly Clarkson,29,12
3385,Walk It Out,Unk,36,10
3386,Walk Me Home,P!Nk,17,49
3387,Walked Outta Heaven,Jagged Edge,27,6
3388,Walking,Mary Mary,5,94
3389,Walking Away,Craig David,20,44
3390,Walking In Memphis,Lonestar,11,61
3391,Walking On A Dream,Empire Of The Sun,5,65
3392,Wall To Wall,Chris Brown,9,79
3393,Wanksta,50 Cent,20,13
3394,Wanna Be That Song,Brett Eldredge,20,46
3395,Want To,Sugarland,20,32
3396,Want To Want Me,Jason Derulo,35,5
3397,Want U Back,Cher Lloyd,20,12
3399,Wanted,Hunter Hayes,46,16
3400,Wasted,Carrie Underwood,20,37
3401,Wasted Time,Keith Urban,17,51
3402,Wasted Times,The Weeknd,3,27
3403,Wasteland,10 Years,2,94
3404,Wasting All These Tears,Cassadee Pope,20,37
3405,Wasting My Time,Default,35,13
3406,Watch Out,2 Chainz,11,64
3407,Watch Out Now,The Beatnuts,12,84
3408,Watch The Wind Blow By,Tim Mcgraw,20,32
3409,Watching Airplanes,Gary Allan,20,43
3410,Watching You,Rodney Atkins,20,36
3411,Water,Brad Paisley,19,42
3412,Water,Ugly God,4,80
3413,Water Under The Bridge,Adele,22,26
3414,Wave On Wave,Pat Green,20,39
3415,Waves,Kanye West,2,71
3416,Waves,Mr. Probz,25,14
3417,Way Down We Go,Kaleo,8,54
3418,Way Out Here,Josh Thompson,9,85
3419,We Are Never Ever Getting Back Together,Taylor Swift,24,1
3420,We Are Tonight,Billy Currington,19,60
3421,We Be Burnin',Sean Paul,28,6
3422,We Belong Together,Mariah Carey,43,1
3423,We Danced,Brad Paisley,20,29
3424,We Dem Boyz,Wiz Khalifa,20,43
3425,We Fly High,Jim Jones,27,5
3426,We Made You,Eminem,10,9
3428,We No Speak Americano,"Yolanda Be Cool, Dcup",20,29
3430,We Rock,Cast Of Camp Rock,3,33
3431,We Went,Randy Houser,13,60
3432,We Weren'T Born To Follow,Bon Jovi,4,68
3433,Weak,Ajr,11,73
3434,Weak And Powerless,A Perfect Circle,18,61
3435,Welcome To My Life,Simple Plan,18,40
3436,Welcome To New York,Taylor Swift,2,48
3437,Welcome To The Black Parade,My Chemical Romance,26,9
3438,West Coast,Lana Del Rey,2,17
3439,Weston Road Flows,Drake,2,54
3440,Wet Dreamz,J. Cole,20,61
3442,What A Girl Wants,Christina Aguilera,24,1
3443,What About Now,Daughtry,20,18
3444,What About Now,Lonestar,20,30
3445,What About Us,P!Nk,22,13
3446,What About Us?,Brandy,18,7
3447,What Am I Gonna Do,Tyrese,18,71
3450,What Do Ya Think About That,Montgomery Gentry,20,57
3451,What Do You Mean?,Justin Bieber,31,1
3452,What Do You Want,Jerrod Niemann,20,52
3453,What Hurts The Most,Rascal Flatts,51,6
3454,What I Need To Do,Kenny Chesney,17,56
3455,What I Really Meant To Say,Cyndi Thomson,20,26
3456,What I'Ve Done,Linkin Park,23,7
3457,What If A Woman,Joe,16,63
3458,What If She'S An Angel,Tommy Shane Steiner,20,39
3459,What It Feels Like For A Girl,Madonna,10,23
3460,What It'S Like,Everlast,33,13
3461,What Kind Of Man,Florence + The Machine,2,88
3462,What Kinda Gone,Chris Cagle,20,54
3463,What Makes You Beautiful,One Direction,34,4
3464,What Makes You Country,Luke Bryan,11,54
3465,What Now,Rihanna,8,25
3466,What The Hell,Avril Lavigne,20,11
3468,What They Want,Russ,8,83
3470,What Was I Thinkin',Dierks Bentley,20,22
3471,What We Ain'T Got,Jake Owen,11,89
3472,What Would You Do?,City High,28,8
3473,What You Know,T.I.,20,3
3474,What You Waiting For?,Gwen Stefani,20,47
3477,What'S It Like,Jagged Edge,2,85
3478,What'S Left Of Me,Nick Lachey,25,6
3479,What'S My Name,"China Anne Mcclain, Thomas Doherty, Dylan Playfair",3,61
3480,What'S My Name,Dmx,11,67
3481,What'S Your Fantasy,Ludacris,22,21
3482,Whataya Want From Me,Adam Lambert,30,10
3483,Whatcha Say,Jason Derulo,32,1
3484,Whatever It Is,Zac Brown Band,20,26
3485,Whatever It Takes,Imagine Dragons,27,12
3486,Whatever It Takes,Lifehouse,20,33
3487,Whatever She'S Got,David Nail,21,35
3488,Whatever You Like,T.I.,31,1
3489,Wheels,Foo Fighters,10,72
3490,When Doves Cry,Prince,23,1
3491,When I Grow Up,The Pussycat Dolls,20,9
3492,When I Look At You,Miley Cyrus,13,16
3493,When I Look To The Sky,Train,14,74
3494,When I See U,Fantasia,23,32
3495,When I Think About Cheatin',Gretchen Wilson,11,39
3496,When I Was Your Man,Bruno Mars,35,1
3497,When I'M Gone,3 Doors Down,45,4
3498,When I'M Gone,Eminem,17,8
3499,When I'M Gone,Wiz Khalifa,4,57
3500,When It Hurts,Avant,3,91
3501,When It Rains It Pours,Luke Combs,20,33
3502,When She Says Baby,Jason Aldean,20,38
3503,When The Last Time,Clipse,21,19
3504,When The Party'S Over,Billie Eilish,32,29
3505,When The Stars Go Blue,Tim Mcgraw,20,37
3506,When The Sun Goes Down,"Kenny Chesney, Uncle Kracker",20,26
3507,When We,Tank,20,78
3508,When We Stand Together,Nickelback,16,44
3509,When We Were Young,Adele,20,14
3510,When You Look Me In The Eyes,Jonas Brothers,17,25
3511,When You Were Young,The Killers,20,14
3512,When You'Re Gone,Avril Lavigne,20,24
3513,"Whenever, Wherever",Shakira,24,6
3514,Where Are You Going,Dave Matthews Band,20,39
3516,Where Do We Go From Here,Filter,5,94
3517,Where Have You Been,Rihanna,26,5
3518,Where I Come From,Alan Jackson,20,34
3519,Where I Come From,Montgomery Gentry,15,71
3520,Where I Wanna Be,Donell Jones,20,29
3521,Where I'M From,Jason Michael Carroll,11,64
3522,Where It'S At,Dustin Lynch,20,42
3523,Where The Blacktop Ends,Keith Urban,20,35
3524,Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,20,20
3525,Wherever I Go,Onerepublic,12,55
3526,Wherever You Will Go,The Calling,45,5
3527,Whip My Hair,Willow,18,11
3528,Whiskey,Jana Kramer,2,94
3529,Whiskey Girl,Toby Keith,20,31
3530,Whiskey Glasses,Morgan Wallen,17,17
3531,Whiskey In My Water,Tyler Farr,18,52
3532,Whispers In The Dark,"Mumford, Sons",4,81
3533,Whistle,Flo Rida,29,1
3534,White Flag,Dido,41,18
3535,White Horse,Taylor Swift,22,13
3536,White Houses,Vanessa Carlton,6,86
3537,White Iverson,Post Malone,30,14
3538,White Liar,Miranda Lambert,20,38
3539,Who Are You When I'M Not Looking,Blake Shelton,20,46
3540,Who Dat,Jt Money,20,5
3541,Who I Am,Jessica Andrews,20,28
3542,Who I Am Hates Who I'Ve Been,Relient K,11,58
3543,Who I Am With You,Chris Young,19,48
3544,Who Knew,P!Nk,36,9
3545,Who Let The Dogs Out,Baha Men,20,40
3546,Who Says,John Mayer,8,17
3547,Who Says,"Selena Gomez, The Scene",20,21
3548,Who We Be,Dmx,12,60
3549,Who Wouldn'T Wanna Be Me,Keith Urban,20,30
3550,Who You'D Be Today,Kenny Chesney,17,37
3551,Who'S That Girl?,Eve,18,47
3552,Who'S Your Daddy?,Toby Keith,20,22
3553,Why,Jason Aldean,20,43
3554,Why Can'T I?,Liz Phair,20,32
3555,Why Don'T We Fall In Love,Amerie,19,23
3556,Why Don'T We Just Dance,Josh Turner,20,35
3557,Why I Love You,B2K,4,73
3558,Why Wait,Rascal Flatts,20,48
3559,Why We Thugs,Ice Cube,2,92
3560,Why Ya Wanna,Jana Kramer,22,50
3561,Why You Wanna,T.I.,20,29
3562,Wicked,Future,20,41
3563,Wicked Games,The Weeknd,20,53
3564,Wide Awake,Katy Perry,26,2
3565,Wifey,Next,21,7
3566,Wild At Heart,Gloriana,15,53
